movieId = [1, 2, 3]
min support - 0.3
min confidence - 0.9
max length - 3.0
{3114} -> {1} (conf: 0.922, supp: 0.304, lift: 1.380, conv: 4.247)
{1196} -> {260} (conf: 0.902, supp: 0.556, lift: 1.401, conv: 3.622)
{1210} -> {260} (conf: 0.908, supp: 0.524, lift: 1.410, conv: 3.864)
{1089} -> {296} (conf: 0.908, supp: 0.360, lift: 1.508, conv: 4.325)
{1221} -> {858} (conf: 0.966, supp: 0.339, lift: 2.039, conv: 15.472)
{1210} -> {1196} (conf: 0.904, supp: 0.522, lift: 1.466, conv: 4.009)
{1291} -> {1198} (conf: 0.906, supp: 0.497, lift: 1.446, conv: 3.985)
{5952} -> {4993} (conf: 0.942, supp: 0.391, lift: 2.059, conv: 9.417)
{7153} -> {4993} (conf: 0.932, supp: 0.375, lift: 2.036, conv: 7.956)
{7153} -> {5952} (conf: 0.913, supp: 0.368, lift: 2.202, conv: 6.757)
{110, 1210} -> {260} (conf: 0.918, supp: 0.361, lift: 1.426, conv: 4.337)
{110, 1210} -> {1196} (conf: 0.915, supp: 0.359, lift: 1.483, conv: 4.484)
{110, 1291} -> {1198} (conf: 0.912, supp: 0.345, lift: 1.455, conv: 4.246)
{150, 1196} -> {260} (conf: 0.932, supp: 0.307, lift: 1.449, conv: 5.273)
{296, 1196} -> {260} (conf: 0.910, supp: 0.377, lift: 1.413, conv: 3.945)
{296, 1210} -> {260} (conf: 0.924, supp: 0.347, lift: 1.435, conv: 4.661)
{318, 1196} -> {260} (conf: 0.908, supp: 0.434, lift: 1.410, conv: 3.855)
{318, 1210} -> {260} (conf: 0.917, supp: 0.409, lift: 1.424, conv: 4.283)
{356, 1196} -> {260} (conf: 0.921, supp: 0.420, lift: 1.431, conv: 4.496)
{356, 1210} -> {260} (conf: 0.915, supp: 0.401, lift: 1.422, conv: 4.202)
{364, 1196} -> {260} (conf: 0.909, supp: 0.313, lift: 1.412, conv: 3.916)
{364, 1210} -> {260} (conf: 0.909, supp: 0.301, lift: 1.413, conv: 3.924)
{457, 1196} -> {260} (conf: 0.928, supp: 0.352, lift: 1.441, conv: 4.935)
{457, 1210} -> {260} (conf: 0.923, supp: 0.339, lift: 1.434, conv: 4.612)
{480, 1196} -> {260} (conf: 0.934, supp: 0.366, lift: 1.451, conv: 5.412)
{480, 1210} -> {260} (conf: 0.924, supp: 0.353, lift: 1.435, conv: 4.684)
{527, 1196} -> {260} (conf: 0.919, supp: 0.342, lift: 1.428, conv: 4.414)
{527, 1210} -> {260} (conf: 0.923, supp: 0.319, lift: 1.435, conv: 4.654)
{589, 1196} -> {260} (conf: 0.921, supp: 0.372, lift: 1.431, conv: 4.507)
{589, 1210} -> {260} (conf: 0.917, supp: 0.355, lift: 1.425, conv: 4.316)
{593, 1196} -> {260} (conf: 0.915, supp: 0.394, lift: 1.422, conv: 4.207)
{593, 1210} -> {260} (conf: 0.921, supp: 0.373, lift: 1.431, conv: 4.514)
{608, 1196} -> {260} (conf: 0.910, supp: 0.304, lift: 1.414, conv: 3.966)
{858, 1196} -> {260} (conf: 0.916, supp: 0.332, lift: 1.423, conv: 4.254)
{260, 858} -> {1196} (conf: 0.911, supp: 0.332, lift: 1.477, conv: 4.322)
{858, 1210} -> {260} (conf: 0.934, supp: 0.304, lift: 1.452, conv: 5.437)
{1036, 1196} -> {260} (conf: 0.921, supp: 0.360, lift: 1.432, conv: 4.535)
{260, 1036} -> {1196} (conf: 0.921, supp: 0.360, lift: 1.494, conv: 4.876)
{1036, 1210} -> {260} (conf: 0.938, supp: 0.335, lift: 1.457, conv: 5.722)
{1097, 1196} -> {260} (conf: 0.929, supp: 0.344, lift: 1.444, conv: 5.042)
{260, 1097} -> {1196} (conf: 0.909, supp: 0.344, lift: 1.474, conv: 4.233)
{1097, 1210} -> {260} (conf: 0.936, supp: 0.323, lift: 1.455, conv: 5.602)
{1136, 1196} -> {260} (conf: 0.919, supp: 0.357, lift: 1.427, conv: 4.382)
{260, 1136} -> {1196} (conf: 0.920, supp: 0.357, lift: 1.492, conv: 4.801)
{1136, 1210} -> {260} (conf: 0.934, supp: 0.328, lift: 1.451, conv: 5.380)
{1196, 1197} -> {260} (conf: 0.933, supp: 0.367, lift: 1.449, conv: 5.298)
{260, 1197} -> {1196} (conf: 0.927, supp: 0.367, lift: 1.502, conv: 5.224)
{1196, 1198} -> {260} (conf: 0.923, supp: 0.478, lift: 1.434, conv: 4.610)
{260, 1198} -> {1196} (conf: 0.929, supp: 0.478, lift: 1.506, conv: 5.401)
{1196, 1200} -> {260} (conf: 0.924, supp: 0.312, lift: 1.436, conv: 4.718)
{260, 1200} -> {1196} (conf: 0.947, supp: 0.312, lift: 1.535, conv: 7.244)
{1196, 1210} -> {260} (conf: 0.936, supp: 0.489, lift: 1.455, conv: 5.598)
{260, 1210} -> {1196} (conf: 0.933, supp: 0.489, lift: 1.512, conv: 5.709)
{1196, 1214} -> {260} (conf: 0.935, supp: 0.321, lift: 1.453, conv: 5.490)
{260, 1214} -> {1196} (conf: 0.934, supp: 0.321, lift: 1.514, conv: 5.824)
{1196, 1240} -> {260} (conf: 0.920, supp: 0.340, lift: 1.429, conv: 4.439)
{260, 1240} -> {1196} (conf: 0.938, supp: 0.340, lift: 1.520, conv: 6.152)
{1196, 1265} -> {260} (conf: 0.909, supp: 0.350, lift: 1.412, conv: 3.897)
{260, 1265} -> {1196} (conf: 0.926, supp: 0.350, lift: 1.502, conv: 5.208)
{1196, 1270} -> {260} (conf: 0.925, supp: 0.413, lift: 1.437, conv: 4.739)
{260, 1270} -> {1196} (conf: 0.931, supp: 0.413, lift: 1.509, conv: 5.542)
{1196, 1291} -> {260} (conf: 0.924, supp: 0.424, lift: 1.436, conv: 4.689)
{260, 1291} -> {1196} (conf: 0.937, supp: 0.424, lift: 1.518, conv: 6.036)
{1196, 2028} -> {260} (conf: 0.914, supp: 0.318, lift: 1.421, conv: 4.168)
{260, 2028} -> {1196} (conf: 0.934, supp: 0.318, lift: 1.515, conv: 5.847)
{260, 2571} -> {1196} (conf: 0.932, supp: 0.369, lift: 1.510, conv: 5.597)
{1196, 2716} -> {260} (conf: 0.930, supp: 0.306, lift: 1.445, conv: 5.115)
{260, 2716} -> {1196} (conf: 0.942, supp: 0.306, lift: 1.528, conv: 6.646)
{1196, 2762} -> {260} (conf: 0.911, supp: 0.324, lift: 1.415, conv: 4.007)
{260, 2762} -> {1196} (conf: 0.924, supp: 0.324, lift: 1.497, conv: 5.018)
{1196, 4993} -> {260} (conf: 0.917, supp: 0.325, lift: 1.425, conv: 4.304)
{260, 4993} -> {1196} (conf: 0.934, supp: 0.325, lift: 1.514, conv: 5.823)
{1197, 1210} -> {260} (conf: 0.948, supp: 0.340, lift: 1.473, conv: 6.826)
{260, 1200} -> {1198} (conf: 0.919, supp: 0.303, lift: 1.466, conv: 4.590)
{1198, 1210} -> {260} (conf: 0.935, supp: 0.443, lift: 1.452, conv: 5.446)
{260, 1214} -> {1198} (conf: 0.912, supp: 0.313, lift: 1.454, conv: 4.224)
{260, 1240} -> {1198} (conf: 0.921, supp: 0.334, lift: 1.469, conv: 4.713)
{260, 1291} -> {1198} (conf: 0.929, supp: 0.421, lift: 1.483, conv: 5.284)
{1210, 1240} -> {260} (conf: 0.938, supp: 0.320, lift: 1.457, conv: 5.713)
{1210, 1265} -> {260} (conf: 0.919, supp: 0.324, lift: 1.427, conv: 4.380)
{1210, 1270} -> {260} (conf: 0.929, supp: 0.387, lift: 1.443, conv: 5.001)
{1210, 1291} -> {260} (conf: 0.932, supp: 0.401, lift: 1.448, conv: 5.224)
{1210, 2571} -> {260} (conf: 0.913, supp: 0.342, lift: 1.419, conv: 4.100)
{1210, 2762} -> {260} (conf: 0.921, supp: 0.303, lift: 1.432, conv: 4.539)
{1210, 4993} -> {260} (conf: 0.925, supp: 0.301, lift: 1.437, conv: 4.731)
{260, 5952} -> {4993} (conf: 0.960, supp: 0.304, lift: 2.098, conv: 13.641)
{318, 1089} -> {296} (conf: 0.930, supp: 0.315, lift: 1.545, conv: 5.715)
{296, 1210} -> {1196} (conf: 0.934, supp: 0.351, lift: 1.514, conv: 5.792)
{296, 1291} -> {1198} (conf: 0.923, supp: 0.330, lift: 1.473, conv: 4.855)
{318, 1210} -> {1196} (conf: 0.916, supp: 0.409, lift: 1.485, conv: 4.565)
{318, 1291} -> {1198} (conf: 0.918, supp: 0.396, lift: 1.464, conv: 4.532)
{318, 5952} -> {4993} (conf: 0.943, supp: 0.313, lift: 2.059, conv: 9.449)
{318, 7153} -> {4993} (conf: 0.933, supp: 0.302, lift: 2.039, conv: 8.118)
{356, 1210} -> {1196} (conf: 0.910, supp: 0.398, lift: 1.475, conv: 4.259)
{356, 1291} -> {1198} (conf: 0.915, supp: 0.377, lift: 1.460, conv: 4.412)
{364, 1210} -> {1196} (conf: 0.919, supp: 0.304, lift: 1.490, conv: 4.727)
{457, 1196} -> {1198} (conf: 0.912, supp: 0.346, lift: 1.454, conv: 4.223)
{457, 1210} -> {1196} (conf: 0.910, supp: 0.335, lift: 1.476, conv: 4.279)
{457, 1291} -> {1198} (conf: 0.938, supp: 0.336, lift: 1.496, conv: 6.003)
{480, 1210} -> {1196} (conf: 0.914, supp: 0.349, lift: 1.481, conv: 4.444)
{480, 1291} -> {1198} (conf: 0.938, supp: 0.332, lift: 1.496, conv: 6.020)
{527, 1210} -> {1196} (conf: 0.918, supp: 0.317, lift: 1.488, conv: 4.663)
{589, 1210} -> {1196} (conf: 0.927, supp: 0.359, lift: 1.502, conv: 5.220)
{589, 1291} -> {1196} (conf: 0.906, supp: 0.328, lift: 1.468, conv: 4.059)
{589, 1291} -> {1198} (conf: 0.931, supp: 0.338, lift: 1.486, conv: 5.442)
{593, 1210} -> {1196} (conf: 0.913, supp: 0.370, lift: 1.480, conv: 4.408)
{593, 1291} -> {1198} (conf: 0.930, supp: 0.355, lift: 1.483, conv: 5.323)
{858, 1210} -> {1196} (conf: 0.933, supp: 0.303, lift: 1.513, conv: 5.759)
{1036, 1196} -> {1198} (conf: 0.909, supp: 0.355, lift: 1.450, conv: 4.101)
{1036, 1210} -> {1196} (conf: 0.953, supp: 0.341, lift: 1.545, conv: 8.164)
{1036, 1210} -> {1198} (conf: 0.910, supp: 0.325, lift: 1.451, conv: 4.134)
{1036, 1270} -> {1198} (conf: 0.903, supp: 0.321, lift: 1.440, conv: 3.840)
{1036, 1291} -> {1198} (conf: 0.941, supp: 0.340, lift: 1.501, conv: 6.332)
{1097, 1210} -> {1196} (conf: 0.933, supp: 0.322, lift: 1.512, conv: 5.689)
{1097, 1291} -> {1198} (conf: 0.945, supp: 0.315, lift: 1.507, conv: 6.756)
{1136, 1210} -> {1196} (conf: 0.943, supp: 0.331, lift: 1.529, conv: 6.717)
{1136, 1291} -> {1198} (conf: 0.914, supp: 0.317, lift: 1.457, conv: 4.317)
{1197, 1210} -> {1196} (conf: 0.947, supp: 0.340, lift: 1.535, conv: 7.215)
{1198, 1200} -> {1196} (conf: 0.906, supp: 0.310, lift: 1.469, conv: 4.095)
{1196, 1200} -> {1198} (conf: 0.917, supp: 0.310, lift: 1.463, conv: 4.486)
{1198, 1210} -> {1196} (conf: 0.945, supp: 0.448, lift: 1.533, conv: 7.026)
{1196, 1214} -> {1198} (conf: 0.913, supp: 0.313, lift: 1.456, conv: 4.265)
{1196, 1240} -> {1198} (conf: 0.920, supp: 0.340, lift: 1.467, conv: 4.648)
{1196, 1291} -> {1198} (conf: 0.934, supp: 0.428, lift: 1.490, conv: 5.641)
{1210, 1240} -> {1196} (conf: 0.954, supp: 0.326, lift: 1.546, conv: 8.273)
{1210, 1265} -> {1196} (conf: 0.935, supp: 0.330, lift: 1.516, conv: 5.904)
{1210, 1270} -> {1196} (conf: 0.943, supp: 0.393, lift: 1.528, conv: 6.684)
{1210, 1291} -> {1196} (conf: 0.942, supp: 0.406, lift: 1.528, conv: 6.638)
{1210, 2571} -> {1196} (conf: 0.936, supp: 0.351, lift: 1.518, conv: 6.016)
{1210, 2762} -> {1196} (conf: 0.934, supp: 0.307, lift: 1.515, conv: 5.827)
{1210, 4993} -> {1196} (conf: 0.941, supp: 0.306, lift: 1.525, conv: 6.443)
{1240, 1291} -> {1196} (conf: 0.908, supp: 0.306, lift: 1.472, conv: 4.167)
{1196, 5952} -> {4993} (conf: 0.956, supp: 0.311, lift: 2.089, conv: 12.399)
{1197, 1291} -> {1198} (conf: 0.925, supp: 0.331, lift: 1.476, conv: 4.986)
{1210, 1240} -> {1198} (conf: 0.919, supp: 0.314, lift: 1.466, conv: 4.591)
{1210, 1291} -> {1198} (conf: 0.933, supp: 0.402, lift: 1.488, conv: 5.531)
{1240, 1291} -> {1198} (conf: 0.943, supp: 0.318, lift: 1.505, conv: 6.603)
{1265, 1291} -> {1198} (conf: 0.917, supp: 0.316, lift: 1.464, conv: 4.520)
{1270, 1291} -> {1198} (conf: 0.932, supp: 0.387, lift: 1.487, conv: 5.520)
{1291, 2571} -> {1198} (conf: 0.912, supp: 0.339, lift: 1.454, conv: 4.218)
{1291, 2762} -> {1198} (conf: 0.911, supp: 0.302, lift: 1.454, conv: 4.215)
{1198, 5952} -> {4993} (conf: 0.950, supp: 0.305, lift: 2.075, conv: 10.791)
{2571, 5952} -> {4993} (conf: 0.950, supp: 0.318, lift: 2.075, conv: 10.814)
{2571, 7153} -> {4993} (conf: 0.944, supp: 0.308, lift: 2.064, conv: 9.771)
{2571, 7153} -> {5952} (conf: 0.929, supp: 0.302, lift: 2.239, conv: 8.201)
{2571, 5952} -> {7153} (conf: 0.904, supp: 0.302, lift: 2.245, conv: 6.196)
{5952, 7153} -> {4993} (conf: 0.960, supp: 0.353, lift: 2.098, conv: 13.726)
{4993, 7153} -> {5952} (conf: 0.941, supp: 0.353, lift: 2.270, conv: 10.000)
{4993, 5952} -> {7153} (conf: 0.903, supp: 0.353, lift: 2.244, conv: 6.184)
