movieId = 2
min support - 0.1
min confidence - 0.8
max length - 3.0
{1} -> {2} (conf: 1.000, supp: 0.475, lift: 1.000, conv: 0.000)
{104} -> {2} (conf: 1.000, supp: 0.143, lift: 1.000, conv: 0.000)
{110} -> {2} (conf: 1.000, supp: 0.521, lift: 1.000, conv: 0.000)
{111} -> {2} (conf: 1.000, supp: 0.136, lift: 1.000, conv: 0.000)
{141} -> {2} (conf: 1.000, supp: 0.212, lift: 1.000, conv: 0.000)
{145} -> {2} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{150} -> {2} (conf: 1.000, supp: 0.517, lift: 1.000, conv: 0.000)
{151} -> {2} (conf: 1.000, supp: 0.141, lift: 1.000, conv: 0.000)
{153} -> {2} (conf: 1.000, supp: 0.206, lift: 1.000, conv: 0.000)
{158} -> {2} (conf: 1.000, supp: 0.167, lift: 1.000, conv: 0.000)
{160} -> {2} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{161} -> {2} (conf: 1.000, supp: 0.274, lift: 1.000, conv: 0.000)
{163} -> {2} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{165} -> {2} (conf: 1.000, supp: 0.314, lift: 1.000, conv: 0.000)
{168} -> {2} (conf: 1.000, supp: 0.143, lift: 1.000, conv: 0.000)
{185} -> {2} (conf: 1.000, supp: 0.223, lift: 1.000, conv: 0.000)
{196} -> {2} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{208} -> {2} (conf: 1.000, supp: 0.197, lift: 1.000, conv: 0.000)
{223} -> {2} (conf: 1.000, supp: 0.158, lift: 1.000, conv: 0.000)
{225} -> {2} (conf: 1.000, supp: 0.120, lift: 1.000, conv: 0.000)
{231} -> {2} (conf: 1.000, supp: 0.188, lift: 1.000, conv: 0.000)
{235} -> {2} (conf: 1.000, supp: 0.115, lift: 1.000, conv: 0.000)
{236} -> {2} (conf: 1.000, supp: 0.132, lift: 1.000, conv: 0.000)
{252} -> {2} (conf: 1.000, supp: 0.107, lift: 1.000, conv: 0.000)
{253} -> {2} (conf: 1.000, supp: 0.277, lift: 1.000, conv: 0.000)
{260} -> {2} (conf: 1.000, supp: 0.390, lift: 1.000, conv: 0.000)
{261} -> {2} (conf: 1.000, supp: 0.137, lift: 1.000, conv: 0.000)
{266} -> {2} (conf: 1.000, supp: 0.184, lift: 1.000, conv: 0.000)
{277} -> {2} (conf: 1.000, supp: 0.127, lift: 1.000, conv: 0.000)
{282} -> {2} (conf: 1.000, supp: 0.146, lift: 1.000, conv: 0.000)
{288} -> {2} (conf: 1.000, supp: 0.137, lift: 1.000, conv: 0.000)
{292} -> {2} (conf: 1.000, supp: 0.280, lift: 1.000, conv: 0.000)
{293} -> {2} (conf: 1.000, supp: 0.232, lift: 1.000, conv: 0.000)
{296} -> {2} (conf: 1.000, supp: 0.437, lift: 1.000, conv: 0.000)
{300} -> {2} (conf: 1.000, supp: 0.155, lift: 1.000, conv: 0.000)
{316} -> {2} (conf: 1.000, supp: 0.337, lift: 1.000, conv: 0.000)
{317} -> {2} (conf: 1.000, supp: 0.241, lift: 1.000, conv: 0.000)
{318} -> {2} (conf: 1.000, supp: 0.523, lift: 1.000, conv: 0.000)
{329} -> {2} (conf: 1.000, supp: 0.263, lift: 1.000, conv: 0.000)
{333} -> {2} (conf: 1.000, supp: 0.107, lift: 1.000, conv: 0.000)
{337} -> {2} (conf: 1.000, supp: 0.161, lift: 1.000, conv: 0.000)
{339} -> {2} (conf: 1.000, supp: 0.267, lift: 1.000, conv: 0.000)
{344} -> {2} (conf: 1.000, supp: 0.220, lift: 1.000, conv: 0.000)
{349} -> {2} (conf: 1.000, supp: 0.330, lift: 1.000, conv: 0.000)
{350} -> {2} (conf: 1.000, supp: 0.210, lift: 1.000, conv: 0.000)
{353} -> {2} (conf: 1.000, supp: 0.169, lift: 1.000, conv: 0.000)
{356} -> {2} (conf: 1.000, supp: 0.649, lift: 1.000, conv: 0.000)
{357} -> {2} (conf: 1.000, supp: 0.227, lift: 1.000, conv: 0.000)
{362} -> {2} (conf: 1.000, supp: 0.125, lift: 1.000, conv: 0.000)
{364} -> {2} (conf: 1.000, supp: 0.526, lift: 1.000, conv: 0.000)
{367} -> {2} (conf: 1.000, supp: 0.341, lift: 1.000, conv: 0.000)
{368} -> {2} (conf: 1.000, supp: 0.215, lift: 1.000, conv: 0.000)
{377} -> {2} (conf: 1.000, supp: 0.431, lift: 1.000, conv: 0.000)
{380} -> {2} (conf: 1.000, supp: 0.410, lift: 1.000, conv: 0.000)
{410} -> {2} (conf: 1.000, supp: 0.122, lift: 1.000, conv: 0.000)
{434} -> {2} (conf: 1.000, supp: 0.179, lift: 1.000, conv: 0.000)
{440} -> {2} (conf: 1.000, supp: 0.235, lift: 1.000, conv: 0.000)
{442} -> {2} (conf: 1.000, supp: 0.164, lift: 1.000, conv: 0.000)
{454} -> {2} (conf: 1.000, supp: 0.264, lift: 1.000, conv: 0.000)
{457} -> {2} (conf: 1.000, supp: 0.544, lift: 1.000, conv: 0.000)
{474} -> {2} (conf: 1.000, supp: 0.229, lift: 1.000, conv: 0.000)
{480} -> {2} (conf: 1.000, supp: 0.637, lift: 1.000, conv: 0.000)
{494} -> {2} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{497} -> {2} (conf: 1.000, supp: 0.134, lift: 1.000, conv: 0.000)
{500} -> {2} (conf: 1.000, supp: 0.436, lift: 1.000, conv: 0.000)
{508} -> {2} (conf: 1.000, supp: 0.222, lift: 1.000, conv: 0.000)
{509} -> {2} (conf: 1.000, supp: 0.130, lift: 1.000, conv: 0.000)
{520} -> {2} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{527} -> {2} (conf: 1.000, supp: 0.427, lift: 1.000, conv: 0.000)
{529} -> {2} (conf: 1.000, supp: 0.115, lift: 1.000, conv: 0.000)
{531} -> {2} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{539} -> {2} (conf: 1.000, supp: 0.336, lift: 1.000, conv: 0.000)
{541} -> {2} (conf: 1.000, supp: 0.202, lift: 1.000, conv: 0.000)
{551} -> {2} (conf: 1.000, supp: 0.236, lift: 1.000, conv: 0.000)
{552} -> {2} (conf: 1.000, supp: 0.151, lift: 1.000, conv: 0.000)
{553} -> {2} (conf: 1.000, supp: 0.187, lift: 1.000, conv: 0.000)
{555} -> {2} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{586} -> {2} (conf: 1.000, supp: 0.274, lift: 1.000, conv: 0.000)
{587} -> {2} (conf: 1.000, supp: 0.358, lift: 1.000, conv: 0.000)
{588} -> {2} (conf: 1.000, supp: 0.488, lift: 1.000, conv: 0.000)
{589} -> {2} (conf: 1.000, supp: 0.517, lift: 1.000, conv: 0.000)
{590} -> {2} (conf: 1.000, supp: 0.420, lift: 1.000, conv: 0.000)
{592} -> {2} (conf: 1.000, supp: 0.336, lift: 1.000, conv: 0.000)
{593} -> {2} (conf: 1.000, supp: 0.521, lift: 1.000, conv: 0.000)
{594} -> {2} (conf: 1.000, supp: 0.226, lift: 1.000, conv: 0.000)
{595} -> {2} (conf: 1.000, supp: 0.408, lift: 1.000, conv: 0.000)
{596} -> {2} (conf: 1.000, supp: 0.146, lift: 1.000, conv: 0.000)
{597} -> {2} (conf: 1.000, supp: 0.320, lift: 1.000, conv: 0.000)
{608} -> {2} (conf: 1.000, supp: 0.227, lift: 1.000, conv: 0.000)
{648} -> {2} (conf: 1.000, supp: 0.282, lift: 1.000, conv: 0.000)
{653} -> {2} (conf: 1.000, supp: 0.149, lift: 1.000, conv: 0.000)
{708} -> {2} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{733} -> {2} (conf: 1.000, supp: 0.279, lift: 1.000, conv: 0.000)
{736} -> {2} (conf: 1.000, supp: 0.302, lift: 1.000, conv: 0.000)
{750} -> {2} (conf: 1.000, supp: 0.119, lift: 1.000, conv: 0.000)
{778} -> {2} (conf: 1.000, supp: 0.123, lift: 1.000, conv: 0.000)
{780} -> {2} (conf: 1.000, supp: 0.382, lift: 1.000, conv: 0.000)
{786} -> {2} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{788} -> {2} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{802} -> {2} (conf: 1.000, supp: 0.121, lift: 1.000, conv: 0.000)
{832} -> {2} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{858} -> {2} (conf: 1.000, supp: 0.215, lift: 1.000, conv: 0.000)
{904} -> {2} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{912} -> {2} (conf: 1.000, supp: 0.145, lift: 1.000, conv: 0.000)
{919} -> {2} (conf: 1.000, supp: 0.238, lift: 1.000, conv: 0.000)
{920} -> {2} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{924} -> {2} (conf: 1.000, supp: 0.152, lift: 1.000, conv: 0.000)
{953} -> {2} (conf: 1.000, supp: 0.125, lift: 1.000, conv: 0.000)
{1022} -> {2} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{1028} -> {2} (conf: 1.000, supp: 0.166, lift: 1.000, conv: 0.000)
{1035} -> {2} (conf: 1.000, supp: 0.146, lift: 1.000, conv: 0.000)
{1036} -> {2} (conf: 1.000, supp: 0.273, lift: 1.000, conv: 0.000)
{1073} -> {2} (conf: 1.000, supp: 0.258, lift: 1.000, conv: 0.000)
{1079} -> {2} (conf: 1.000, supp: 0.145, lift: 1.000, conv: 0.000)
{1080} -> {2} (conf: 1.000, supp: 0.143, lift: 1.000, conv: 0.000)
{1089} -> {2} (conf: 1.000, supp: 0.159, lift: 1.000, conv: 0.000)
{1090} -> {2} (conf: 1.000, supp: 0.113, lift: 1.000, conv: 0.000)
{1097} -> {2} (conf: 1.000, supp: 0.292, lift: 1.000, conv: 0.000)
{1101} -> {2} (conf: 1.000, supp: 0.164, lift: 1.000, conv: 0.000)
{1127} -> {2} (conf: 1.000, supp: 0.151, lift: 1.000, conv: 0.000)
{1136} -> {2} (conf: 1.000, supp: 0.240, lift: 1.000, conv: 0.000)
{1148} -> {2} (conf: 1.000, supp: 0.104, lift: 1.000, conv: 0.000)
{1193} -> {2} (conf: 1.000, supp: 0.186, lift: 1.000, conv: 0.000)
{1196} -> {2} (conf: 1.000, supp: 0.351, lift: 1.000, conv: 0.000)
{1197} -> {2} (conf: 1.000, supp: 0.269, lift: 1.000, conv: 0.000)
{1198} -> {2} (conf: 1.000, supp: 0.350, lift: 1.000, conv: 0.000)
{1200} -> {2} (conf: 1.000, supp: 0.207, lift: 1.000, conv: 0.000)
{1201} -> {2} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{1206} -> {2} (conf: 1.000, supp: 0.144, lift: 1.000, conv: 0.000)
{1207} -> {2} (conf: 1.000, supp: 0.109, lift: 1.000, conv: 0.000)
{1208} -> {2} (conf: 1.000, supp: 0.131, lift: 1.000, conv: 0.000)
{1210} -> {2} (conf: 1.000, supp: 0.357, lift: 1.000, conv: 0.000)
{1213} -> {2} (conf: 1.000, supp: 0.146, lift: 1.000, conv: 0.000)
{1214} -> {2} (conf: 1.000, supp: 0.229, lift: 1.000, conv: 0.000)
{1219} -> {2} (conf: 1.000, supp: 0.139, lift: 1.000, conv: 0.000)
{1220} -> {2} (conf: 1.000, supp: 0.156, lift: 1.000, conv: 0.000)
{1221} -> {2} (conf: 1.000, supp: 0.142, lift: 1.000, conv: 0.000)
{1222} -> {2} (conf: 1.000, supp: 0.137, lift: 1.000, conv: 0.000)
{1225} -> {2} (conf: 1.000, supp: 0.141, lift: 1.000, conv: 0.000)
{1234} -> {2} (conf: 1.000, supp: 0.115, lift: 1.000, conv: 0.000)
{1240} -> {2} (conf: 1.000, supp: 0.268, lift: 1.000, conv: 0.000)
{1246} -> {2} (conf: 1.000, supp: 0.186, lift: 1.000, conv: 0.000)
{1247} -> {2} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{1258} -> {2} (conf: 1.000, supp: 0.169, lift: 1.000, conv: 0.000)
{1259} -> {2} (conf: 1.000, supp: 0.170, lift: 1.000, conv: 0.000)
{1265} -> {2} (conf: 1.000, supp: 0.257, lift: 1.000, conv: 0.000)
{1270} -> {2} (conf: 1.000, supp: 0.351, lift: 1.000, conv: 0.000)
{1275} -> {2} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{1278} -> {2} (conf: 1.000, supp: 0.127, lift: 1.000, conv: 0.000)
{1282} -> {2} (conf: 1.000, supp: 0.116, lift: 1.000, conv: 0.000)
{1291} -> {2} (conf: 1.000, supp: 0.300, lift: 1.000, conv: 0.000)
{1302} -> {2} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{1304} -> {2} (conf: 1.000, supp: 0.113, lift: 1.000, conv: 0.000)
{1307} -> {2} (conf: 1.000, supp: 0.164, lift: 1.000, conv: 0.000)
{1356} -> {2} (conf: 1.000, supp: 0.172, lift: 1.000, conv: 0.000)
{1370} -> {2} (conf: 1.000, supp: 0.133, lift: 1.000, conv: 0.000)
{1374} -> {2} (conf: 1.000, supp: 0.138, lift: 1.000, conv: 0.000)
{1376} -> {2} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{1380} -> {2} (conf: 1.000, supp: 0.121, lift: 1.000, conv: 0.000)
{1387} -> {2} (conf: 1.000, supp: 0.177, lift: 1.000, conv: 0.000)
{1393} -> {2} (conf: 1.000, supp: 0.155, lift: 1.000, conv: 0.000)
{1396} -> {2} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{1407} -> {2} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{1485} -> {2} (conf: 1.000, supp: 0.132, lift: 1.000, conv: 0.000)
{1517} -> {2} (conf: 1.000, supp: 0.141, lift: 1.000, conv: 0.000)
{1527} -> {2} (conf: 1.000, supp: 0.231, lift: 1.000, conv: 0.000)
{1544} -> {2} (conf: 1.000, supp: 0.109, lift: 1.000, conv: 0.000)
{1552} -> {2} (conf: 1.000, supp: 0.119, lift: 1.000, conv: 0.000)
{1573} -> {2} (conf: 1.000, supp: 0.139, lift: 1.000, conv: 0.000)
{1580} -> {2} (conf: 1.000, supp: 0.305, lift: 1.000, conv: 0.000)
{1584} -> {2} (conf: 1.000, supp: 0.162, lift: 1.000, conv: 0.000)
{1608} -> {2} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{1610} -> {2} (conf: 1.000, supp: 0.169, lift: 1.000, conv: 0.000)
{1617} -> {2} (conf: 1.000, supp: 0.134, lift: 1.000, conv: 0.000)
{1625} -> {2} (conf: 1.000, supp: 0.123, lift: 1.000, conv: 0.000)
{1653} -> {2} (conf: 1.000, supp: 0.138, lift: 1.000, conv: 0.000)
{1682} -> {2} (conf: 1.000, supp: 0.206, lift: 1.000, conv: 0.000)
{1704} -> {2} (conf: 1.000, supp: 0.199, lift: 1.000, conv: 0.000)
{1721} -> {2} (conf: 1.000, supp: 0.197, lift: 1.000, conv: 0.000)
{1732} -> {2} (conf: 1.000, supp: 0.123, lift: 1.000, conv: 0.000)
{1784} -> {2} (conf: 1.000, supp: 0.157, lift: 1.000, conv: 0.000)
{1907} -> {2} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{1917} -> {2} (conf: 1.000, supp: 0.140, lift: 1.000, conv: 0.000)
{1923} -> {2} (conf: 1.000, supp: 0.149, lift: 1.000, conv: 0.000)
{1954} -> {2} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{1961} -> {2} (conf: 1.000, supp: 0.179, lift: 1.000, conv: 0.000)
{1968} -> {2} (conf: 1.000, supp: 0.160, lift: 1.000, conv: 0.000)
{2000} -> {2} (conf: 1.000, supp: 0.152, lift: 1.000, conv: 0.000)
{2005} -> {2} (conf: 1.000, supp: 0.121, lift: 1.000, conv: 0.000)
{2006} -> {2} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{2011} -> {2} (conf: 1.000, supp: 0.167, lift: 1.000, conv: 0.000)
{2012} -> {2} (conf: 1.000, supp: 0.153, lift: 1.000, conv: 0.000)
{2028} -> {2} (conf: 1.000, supp: 0.246, lift: 1.000, conv: 0.000)
{2081} -> {2} (conf: 1.000, supp: 0.143, lift: 1.000, conv: 0.000)
{2115} -> {2} (conf: 1.000, supp: 0.190, lift: 1.000, conv: 0.000)
{2161} -> {2} (conf: 1.000, supp: 0.124, lift: 1.000, conv: 0.000)
{2174} -> {2} (conf: 1.000, supp: 0.169, lift: 1.000, conv: 0.000)
{2194} -> {2} (conf: 1.000, supp: 0.107, lift: 1.000, conv: 0.000)
{2268} -> {2} (conf: 1.000, supp: 0.119, lift: 1.000, conv: 0.000)
{2291} -> {2} (conf: 1.000, supp: 0.162, lift: 1.000, conv: 0.000)
{2321} -> {2} (conf: 1.000, supp: 0.115, lift: 1.000, conv: 0.000)
{2324} -> {2} (conf: 1.000, supp: 0.116, lift: 1.000, conv: 0.000)
{2329} -> {2} (conf: 1.000, supp: 0.138, lift: 1.000, conv: 0.000)
{2353} -> {2} (conf: 1.000, supp: 0.117, lift: 1.000, conv: 0.000)
{2355} -> {2} (conf: 1.000, supp: 0.176, lift: 1.000, conv: 0.000)
{2396} -> {2} (conf: 1.000, supp: 0.139, lift: 1.000, conv: 0.000)
{2406} -> {2} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{2502} -> {2} (conf: 1.000, supp: 0.133, lift: 1.000, conv: 0.000)
{2571} -> {2} (conf: 1.000, supp: 0.340, lift: 1.000, conv: 0.000)
{2617} -> {2} (conf: 1.000, supp: 0.147, lift: 1.000, conv: 0.000)
{2628} -> {2} (conf: 1.000, supp: 0.176, lift: 1.000, conv: 0.000)
{2640} -> {2} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{2683} -> {2} (conf: 1.000, supp: 0.124, lift: 1.000, conv: 0.000)
{2700} -> {2} (conf: 1.000, supp: 0.106, lift: 1.000, conv: 0.000)
{2706} -> {2} (conf: 1.000, supp: 0.129, lift: 1.000, conv: 0.000)
{2716} -> {2} (conf: 1.000, supp: 0.220, lift: 1.000, conv: 0.000)
{2762} -> {2} (conf: 1.000, supp: 0.277, lift: 1.000, conv: 0.000)
{2791} -> {2} (conf: 1.000, supp: 0.123, lift: 1.000, conv: 0.000)
{2797} -> {2} (conf: 1.000, supp: 0.166, lift: 1.000, conv: 0.000)
{2858} -> {2} (conf: 1.000, supp: 0.217, lift: 1.000, conv: 0.000)
{2916} -> {2} (conf: 1.000, supp: 0.160, lift: 1.000, conv: 0.000)
{2918} -> {2} (conf: 1.000, supp: 0.184, lift: 1.000, conv: 0.000)
{2959} -> {2} (conf: 1.000, supp: 0.222, lift: 1.000, conv: 0.000)
{2987} -> {2} (conf: 1.000, supp: 0.169, lift: 1.000, conv: 0.000)
{2997} -> {2} (conf: 1.000, supp: 0.136, lift: 1.000, conv: 0.000)
{3052} -> {2} (conf: 1.000, supp: 0.114, lift: 1.000, conv: 0.000)
{3081} -> {2} (conf: 1.000, supp: 0.102, lift: 1.000, conv: 0.000)
{3114} -> {2} (conf: 1.000, supp: 0.195, lift: 1.000, conv: 0.000)
{3147} -> {2} (conf: 1.000, supp: 0.189, lift: 1.000, conv: 0.000)
{3175} -> {2} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{3408} -> {2} (conf: 1.000, supp: 0.100, lift: 1.000, conv: 0.000)
{3471} -> {2} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{3489} -> {2} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{3527} -> {2} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{3578} -> {2} (conf: 1.000, supp: 0.225, lift: 1.000, conv: 0.000)
{3751} -> {2} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{3793} -> {2} (conf: 1.000, supp: 0.191, lift: 1.000, conv: 0.000)
{3897} -> {2} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{3948} -> {2} (conf: 1.000, supp: 0.109, lift: 1.000, conv: 0.000)
{3996} -> {2} (conf: 1.000, supp: 0.145, lift: 1.000, conv: 0.000)
{4011} -> {2} (conf: 1.000, supp: 0.110, lift: 1.000, conv: 0.000)
{4022} -> {2} (conf: 1.000, supp: 0.146, lift: 1.000, conv: 0.000)
{4027} -> {2} (conf: 1.000, supp: 0.128, lift: 1.000, conv: 0.000)
{4226} -> {2} (conf: 1.000, supp: 0.166, lift: 1.000, conv: 0.000)
{4306} -> {2} (conf: 1.000, supp: 0.243, lift: 1.000, conv: 0.000)
{4878} -> {2} (conf: 1.000, supp: 0.112, lift: 1.000, conv: 0.000)
{4886} -> {2} (conf: 1.000, supp: 0.192, lift: 1.000, conv: 0.000)
{4896} -> {2} (conf: 1.000, supp: 0.153, lift: 1.000, conv: 0.000)
{4963} -> {2} (conf: 1.000, supp: 0.167, lift: 1.000, conv: 0.000)
{4973} -> {2} (conf: 1.000, supp: 0.126, lift: 1.000, conv: 0.000)
{4993} -> {2} (conf: 1.000, supp: 0.251, lift: 1.000, conv: 0.000)
{4995} -> {2} (conf: 1.000, supp: 0.158, lift: 1.000, conv: 0.000)
{5218} -> {2} (conf: 1.000, supp: 0.111, lift: 1.000, conv: 0.000)
{5349} -> {2} (conf: 1.000, supp: 0.162, lift: 1.000, conv: 0.000)
{5418} -> {2} (conf: 1.000, supp: 0.151, lift: 1.000, conv: 0.000)
{5445} -> {2} (conf: 1.000, supp: 0.147, lift: 1.000, conv: 0.000)
{5816} -> {2} (conf: 1.000, supp: 0.128, lift: 1.000, conv: 0.000)
{5952} -> {2} (conf: 1.000, supp: 0.220, lift: 1.000, conv: 0.000)
{5989} -> {2} (conf: 1.000, supp: 0.135, lift: 1.000, conv: 0.000)
{6333} -> {2} (conf: 1.000, supp: 0.116, lift: 1.000, conv: 0.000)
{6365} -> {2} (conf: 1.000, supp: 0.103, lift: 1.000, conv: 0.000)
{6377} -> {2} (conf: 1.000, supp: 0.181, lift: 1.000, conv: 0.000)
{6539} -> {2} (conf: 1.000, supp: 0.195, lift: 1.000, conv: 0.000)
{6874} -> {2} (conf: 1.000, supp: 0.133, lift: 1.000, conv: 0.000)
{7153} -> {2} (conf: 1.000, supp: 0.208, lift: 1.000, conv: 0.000)
{7361} -> {2} (conf: 1.000, supp: 0.127, lift: 1.000, conv: 0.000)
{7438} -> {2} (conf: 1.000, supp: 0.113, lift: 1.000, conv: 0.000)
{8360} -> {2} (conf: 1.000, supp: 0.113, lift: 1.000, conv: 0.000)
{8368} -> {2} (conf: 1.000, supp: 0.123, lift: 1.000, conv: 0.000)
{8636} -> {2} (conf: 1.000, supp: 0.108, lift: 1.000, conv: 0.000)
{8665} -> {2} (conf: 1.000, supp: 0.101, lift: 1.000, conv: 0.000)
{8961} -> {2} (conf: 1.000, supp: 0.146, lift: 1.000, conv: 0.000)
{33794} -> {2} (conf: 1.000, supp: 0.132, lift: 1.000, conv: 0.000)
{44191} -> {2} (conf: 1.000, supp: 0.105, lift: 1.000, conv: 0.000)
{58559} -> {2} (conf: 1.000, supp: 0.126, lift: 1.000, conv: 0.000)
{48} -> {364} (conf: 0.854, supp: 0.106, lift: 1.622, conv: 3.243)
{48} -> {588} (conf: 0.811, supp: 0.101, lift: 1.661, conv: 2.706)
{151} -> {110} (conf: 0.829, supp: 0.117, lift: 1.591, conv: 2.803)
{111} -> {593} (conf: 0.815, supp: 0.111, lift: 1.564, conv: 2.585)
{541} -> {260} (conf: 0.813, supp: 0.164, lift: 2.084, conv: 3.261)
{924} -> {260} (conf: 0.830, supp: 0.126, lift: 2.129, conv: 3.598)
{1127} -> {260} (conf: 0.837, supp: 0.126, lift: 2.147, conv: 3.753)
{1196} -> {260} (conf: 0.912, supp: 0.320, lift: 2.337, conv: 6.894)
{260} -> {1196} (conf: 0.821, supp: 0.320, lift: 2.337, conv: 3.622)
{1198} -> {260} (conf: 0.802, supp: 0.280, lift: 2.057, conv: 3.083)
{1200} -> {260} (conf: 0.831, supp: 0.172, lift: 2.131, conv: 3.610)
{1208} -> {260} (conf: 0.808, supp: 0.106, lift: 2.071, conv: 3.173)
{1210} -> {260} (conf: 0.882, supp: 0.315, lift: 2.261, conv: 5.162)
{260} -> {1210} (conf: 0.808, supp: 0.315, lift: 2.261, conv: 3.345)
{1214} -> {260} (conf: 0.832, supp: 0.190, lift: 2.132, conv: 3.621)
{1220} -> {260} (conf: 0.808, supp: 0.126, lift: 2.072, conv: 3.176)
{1278} -> {260} (conf: 0.822, supp: 0.104, lift: 2.107, conv: 3.422)
{1291} -> {260} (conf: 0.806, supp: 0.242, lift: 2.067, conv: 3.144)
{1356} -> {260} (conf: 0.806, supp: 0.139, lift: 2.067, conv: 3.148)
{1374} -> {260} (conf: 0.893, supp: 0.124, lift: 2.289, conv: 5.688)
{1387} -> {260} (conf: 0.819, supp: 0.145, lift: 2.099, conv: 3.363)
{2000} -> {260} (conf: 0.802, supp: 0.122, lift: 2.056, conv: 3.075)
{2628} -> {260} (conf: 0.836, supp: 0.147, lift: 2.143, conv: 3.709)
{288} -> {296} (conf: 0.834, supp: 0.114, lift: 1.908, conv: 3.388)
{778} -> {296} (conf: 0.851, supp: 0.104, lift: 1.947, conv: 3.776)
{1089} -> {296} (conf: 0.858, supp: 0.137, lift: 1.962, conv: 3.951)
{1213} -> {318} (conf: 0.801, supp: 0.117, lift: 1.531, conv: 2.395)
{349} -> {457} (conf: 0.825, supp: 0.272, lift: 1.517, conv: 2.603)
