userId,reviews
345,1785
346,1783
347,1776
348,1775
349,1769
350,1767
351,1766
352,1765
353,1765
354,1762
355,1762
356,1761
357,1757
358,1757
359,1756
360,1754
361,1752
362,1750
363,1749
364,1747
365,1747
366,1745
367,1745
368,1744
369,1744
370,1742
371,1740
372,1737
373,1737
374,1735
375,1732
376,1731
377,1731
378,1729
379,1729
380,1727
381,1726
382,1724
383,1723
384,1723
385,1721
386,1721
387,1721
388,1719
389,1718
390,1716
391,1715
392,1713
393,1713
394,1711
395,1703
396,1703
397,1703
398,1700
399,1698
400,1697
401,1696
402,1696
403,1695
404,1695
405,1694
406,1692
407,1692
408,1690
409,1689
410,1689
411,1687
412,1687
413,1686
414,1686
415,1685
416,1683
417,1682
418,1682
419,1680
420,1677
421,1676
422,1676
423,1676
424,1675
425,1674
426,1674
427,1673
428,1671
429,1670
430,1670
431,1669
432,1668
433,1667
434,1665
435,1663
436,1661
437,1660
438,1659
439,1658
440,1654
441,1647
442,1641
443,1638
444,1637
445,1634
446,1632
447,1628
448,1628
449,1626
450,1626
451,1625
452,1625
453,1623
454,1623
455,1623
456,1622
457,1619
458,1618
459,1618
460,1616
461,1616
462,1615
463,1614
464,1613
465,1612
466,1612
467,1612
468,1611
469,1610
470,1609
471,1608
472,1608
473,1603
474,1601
475,1598
476,1598
477,1597
478,1597
479,1595
480,1595
481,1590
482,1590
483,1588
484,1586
485,1586
486,1585
487,1585
488,1585
489,1582
490,1579
491,1578
492,1577
493,1577
494,1576
495,1576
496,1575
497,1575
498,1574
499,1572
500,1572
501,1571
502,1570
503,1569
504,1568
505,1567
506,1567
507,1566
508,1566
509,1564
510,1564
511,1563
512,1562
513,1562
514,1561
515,1560
516,1559
517,1559
518,1558
519,1555
520,1555
521,1555
522,1552
523,1552
524,1550
525,1549
526,1547
527,1547
528,1544
529,1544
530,1543
531,1540
532,1539
533,1538
534,1537
535,1537
536,1535
537,1535
538,1535
539,1534
540,1533
541,1533
542,1532
543,1530
544,1530
545,1529
546,1528
547,1527
548,1527
549,1527
550,1526
551,1522
552,1522
553,1522
554,1520
555,1520
556,1519
557,1519
558,1516
559,1516
560,1514
561,1514
562,1513
563,1512
564,1511
565,1511
566,1509
567,1508
568,1508
569,1508
570,1507
571,1506
572,1505
573,1504
574,1504
575,1503
576,1502
577,1502
578,1501
579,1501
580,1500
581,1500
582,1498
583,1498
584,1497
585,1497
586,1496
587,1496
588,1494
589,1492
590,1489
591,1489
592,1488
593,1487
594,1487
595,1486
596,1485
597,1484
598,1484
599,1482
600,1481
601,1480
602,1479
603,1478
604,1475
605,1475
606,1474
607,1474
608,1473
609,1472
610,1471
611,1471
612,1470
613,1470
614,1470
615,1469
616,1469
617,1467
618,1465
619,1464
620,1464
621,1464
622,1464
623,1463
624,1462
625,1462
626,1462
627,1458
628,1458
629,1457
630,1456
631,1455
632,1455
633,1455
634,1454
635,1454
636,1453
637,1453
638,1452
639,1451
640,1451
641,1449
642,1449
643,1449
644,1448
645,1447
646,1447
647,1445
648,1445
649,1445
650,1444
651,1444
652,1444
653,1443
654,1438
655,1437
656,1436
657,1436
658,1433
659,1433
660,1432
661,1432
662,1431
663,1431
664,1431
665,1430
666,1430
667,1430
668,1429
669,1427
670,1427
671,1426
672,1426
673,1425
674,1424
675,1424
676,1424
677,1424
678,1423
679,1422
680,1422
681,1422
682,1421
683,1421
684,1421
685,1421
686,1420
687,1420
688,1420
689,1419
690,1418
691,1418
692,1418
693,1418
694,1417
695,1416
696,1416
697,1416
698,1415
699,1415
700,1415
701,1415
702,1414
703,1412
704,1412
705,1412
706,1412
707,1411
708,1410
709,1409
710,1409
711,1409
712,1409
713,1408
714,1408
715,1407
716,1407
717,1407
718,1406
719,1406
720,1405
721,1405
722,1405
723,1404
724,1403
725,1403
726,1402
727,1401
728,1398
729,1398
730,1393
731,1392
732,1392
733,1391
734,1389
735,1389
736,1388
737,1388
738,1387
739,1385
740,1385
741,1385
742,1385
743,1385
744,1384
745,1384
746,1384
747,1384
748,1383
749,1382
750,1382
751,1381
752,1380
753,1379
754,1379
755,1379
756,1379
757,1378
758,1377
759,1377
760,1376
761,1376
762,1376
763,1376
764,1375
765,1375
766,1375
767,1374
768,1374
769,1373
770,1373
771,1372
772,1372
773,1371
774,1370
775,1369
776,1368
777,1367
778,1367
779,1366
780,1365
781,1365
782,1365
783,1364
784,1364
785,1364
786,1363
787,1363
788,1362
789,1362
790,1361
791,1361
792,1360
793,1360
794,1360
795,1360
796,1359
797,1358
798,1358
799,1358
800,1356
801,1356
802,1356
803,1356
804,1356
805,1355
806,1354
807,1353
808,1353
809,1353
810,1352
811,1352
812,1349
813,1348
814,1347
815,1347
816,1346
817,1346
818,1346
819,1345
820,1345
821,1345
822,1344
823,1344
824,1343
825,1343
826,1343
827,1343
828,1342
829,1341
830,1341
831,1340
832,1340
833,1338
834,1337
835,1337
836,1337
837,1337
838,1336
839,1335
840,1334
841,1333
842,1332
843,1332
844,1331
845,1331
846,1330
847,1329
848,1329
849,1327
850,1326
851,1326
852,1326
853,1326
854,1326
855,1325
856,1324
857,1323
858,1323
859,1322
860,1321
861,1320
862,1319
863,1319
864,1318
865,1318
866,1318
867,1318
868,1318
869,1317
870,1317
871,1317
872,1316
873,1316
874,1315
875,1314
876,1314
877,1314
878,1313
879,1313
880,1313
881,1312
882,1311
883,1310
884,1309
885,1308
886,1308
887,1308
888,1308
889,1308
890,1308
891,1308
892,1307
893,1307
894,1306
895,1306
896,1306
897,1305
898,1305
899,1305
900,1304
901,1303
902,1300
903,1300
904,1300
905,1299
906,1297
907,1297
908,1295
909,1294
910,1294
911,1294
912,1294
913,1293
914,1293
915,1293
916,1293
917,1292
918,1292
919,1292
920,1292
921,1291
922,1291
923,1291
924,1290
925,1290
926,1289
927,1288
928,1288
929,1287
930,1286
931,1286
932,1285
933,1284
934,1284
935,1284
936,1284
937,1284
938,1284
939,1283
940,1283
941,1283
942,1282
943,1282
944,1281
945,1281
946,1281
947,1281
948,1280
949,1279
950,1279
951,1278
952,1278
953,1277
954,1277
955,1277
956,1276
957,1276
958,1275
959,1275
960,1274
961,1272
962,1272
963,1272
964,1271
965,1270
966,1269
967,1269
968,1269
969,1269
970,1267
971,1266
972,1266
973,1266
974,1265
975,1265
976,1264
977,1263
978,1263
979,1262
980,1260
981,1259
982,1259
983,1259
984,1258
985,1258
986,1258
987,1256
988,1256
989,1256
990,1255
991,1254
992,1254
993,1254
994,1253
995,1253
996,1253
997,1253
998,1252
999,1252
1000,1251
1001,1251
1002,1251
1003,1251
1004,1250
1005,1250
1006,1250
1007,1250
1008,1250
1009,1249
1010,1248
1011,1247
1012,1247
1013,1247
1014,1247
1015,1247
1016,1246
1017,1246
1018,1246
1019,1245
1020,1245
1021,1244
1022,1244
1023,1243
1024,1243
1025,1242
1026,1242
1027,1242
1028,1241
1029,1241
1030,1241
1031,1241
1032,1241
1033,1241
1034,1241
1035,1240
1036,1240
1037,1240
1038,1240
1039,1239
1040,1239
1041,1239
1042,1239
1043,1239
1044,1238
1045,1237
1046,1236
1047,1236
1048,1235
1049,1234
1050,1233
1051,1232
1052,1232
1053,1232
1054,1232
1055,1232
1056,1230
1057,1230
1058,1230
1059,1230
1060,1229
1061,1229
1062,1228
1063,1228
1064,1228
1065,1227
1066,1227
1067,1227
1068,1227
1069,1227
1070,1226
1071,1226
1072,1226
1073,1226
1074,1226
1075,1225
1076,1225
1077,1225
1078,1225
1079,1225
1080,1224
1081,1224
1082,1224
1083,1224
1084,1224
1085,1223
1086,1222
1087,1221
1088,1221
1089,1220
1090,1220
1091,1220
1092,1220
1093,1220
1094,1219
1095,1218
1096,1218
1097,1217
1098,1216
1099,1215
1100,1215
1101,1215
1102,1215
1103,1215
1104,1214
1105,1214
1106,1213
1107,1212
1108,1212
1109,1210
1110,1209
1111,1209
1112,1209
1113,1209
1114,1208
1115,1208
1116,1208
1117,1208
1118,1208
1119,1208
1120,1207
1121,1207
1122,1207
1123,1206
1124,1206
1125,1205
1126,1205
1127,1205
1128,1205
1129,1205
1130,1204
1131,1203
1132,1203
1133,1202
1134,1202
1135,1202
1136,1202
1137,1202
1138,1202
1139,1201
1140,1201
1141,1201
1142,1201
1143,1200
1144,1199
1145,1198
1146,1198
1147,1198
1148,1197
1149,1196
1150,1195
1151,1194
1152,1193
1153,1192
1154,1192
1155,1191
1156,1190
1157,1190
1158,1190
1159,1190
1160,1190
1161,1189
1162,1189
1163,1188
1164,1188
1165,1188
1166,1188
1167,1188
1168,1187
1169,1187
1170,1186
1171,1185
1172,1185
1173,1185
1174,1185
1175,1185
1176,1184
1177,1184
1178,1183
1179,1183
1180,1183
1181,1182
1182,1182
1183,1181
1184,1181
1185,1181
1186,1180
1187,1179
1188,1179
1189,1179
1190,1178
1191,1178
1192,1177
1193,1177
1194,1177
1195,1176
1196,1176
1197,1175
1198,1175
1199,1175
1200,1175
1201,1175
1202,1174
1203,1174
1204,1174
1205,1174
1206,1173
1207,1172
1208,1172
1209,1172
1210,1171
1211,1171
1212,1170
1213,1170
1214,1170
1215,1169
1216,1169
1217,1169
1218,1169
1219,1169
1220,1169
1221,1167
1222,1167
1223,1167
1224,1166
1225,1166
1226,1166
1227,1166
1228,1165
1229,1165
1230,1165
1231,1165
1232,1164
1233,1163
1234,1163
1235,1162
1236,1162
1237,1161
1238,1161
1239,1161
1240,1160
1241,1160
1242,1160
1243,1160
1244,1160
1245,1160
1246,1158
1247,1158
1248,1158
1249,1158
1250,1158
1251,1158
1252,1157
1253,1157
1254,1157
1255,1157
1256,1156
1257,1155
1258,1155
1259,1154
1260,1154
1261,1153
1262,1153
1263,1153
1264,1153
1265,1152
1266,1152
1267,1152
1268,1152
1269,1152
1270,1151
1271,1151
1272,1150
1273,1150
1274,1150
1275,1150
1276,1150
1277,1149
1278,1149
1279,1149
1280,1149
1281,1149
1282,1149
1283,1148
1284,1148
1285,1147
1286,1147
1287,1147
1288,1146
1289,1146
1290,1146
1291,1146
1292,1145
1293,1144
1294,1144
1295,1144
1296,1143
1297,1142
1298,1142
1299,1142
1300,1142
1301,1142
1302,1141
1303,1140
1304,1139
1305,1139
1306,1139
1307,1139
1308,1138
1309,1138
1310,1138
1311,1137
1312,1137
1313,1137
1314,1137
1315,1137
1316,1137
1317,1136
1318,1136
1319,1136
1320,1136
1321,1135
1322,1135
1323,1134
1324,1134
1325,1134
1326,1133
1327,1132
1328,1132
1329,1132
1330,1132
1331,1130
1332,1130
1333,1130
1334,1129
1335,1129
1336,1129
1337,1129
1338,1129
1339,1129
1340,1129
1341,1129
1342,1128
1343,1127
1344,1127
1345,1126
1346,1126
1347,1126
1348,1125
1349,1125
1350,1124
1351,1124
1352,1124
1353,1123
1354,1123
1355,1122
1356,1122
1357,1121
1358,1121
1359,1121
1360,1121
1361,1120
1362,1120
1363,1120
1364,1119
1365,1119
1366,1119
1367,1119
1368,1119
1369,1118
1370,1118
1371,1118
1372,1118
1373,1117
1374,1117
1375,1116
1376,1116
1377,1116
1378,1116
1379,1115
1380,1115
1381,1115
1382,1115
1383,1114
1384,1114
1385,1114
1386,1113
1387,1113
1388,1113
1389,1113
1390,1113
1391,1113
1392,1112
1393,1112
1394,1112
1395,1112
1396,1111
1397,1111
1398,1111
1399,1111
1400,1111
1401,1111
1402,1111
1403,1111
1404,1111
1405,1110
1406,1109
1407,1109
1408,1109
1409,1108
1410,1108
1411,1108
1412,1108
1413,1108
1414,1108
1415,1107
1416,1107
1417,1107
1418,1107
1419,1107
1420,1107
1421,1106
1422,1106
1423,1105
1424,1105
1425,1105
1426,1105
1427,1105
1428,1104
1429,1104
1430,1104
1431,1104
1432,1104
1433,1103
1434,1103
1435,1103
1436,1103
1437,1103
1438,1103
1439,1103
1440,1103
1441,1102
1442,1101
1443,1100
1444,1100
1445,1100
1446,1099
1447,1099
1448,1098
1449,1098
1450,1098
1451,1098
1452,1098
1453,1097
1454,1097
1455,1097
1456,1096
1457,1096
1458,1096
1459,1096
1460,1096
1461,1096
1462,1095
1463,1095
1464,1095
1465,1095
1466,1095
1467,1094
1468,1094
1469,1094
1470,1094
1471,1094
1472,1094
1473,1093
1474,1093
1475,1093
1476,1093
1477,1093
1478,1093
1479,1092
1480,1092
1481,1092
1482,1092
1483,1091
1484,1091
1485,1090
1486,1090
1487,1090
1488,1090
1489,1090
1490,1089
1491,1089
1492,1089
1493,1089
1494,1089
1495,1088
1496,1088
1497,1088
1498,1087
1499,1087
1500,1087
1501,1087
1502,1086
1503,1086
1504,1086
1505,1085
1506,1085
1507,1084
1508,1084
1509,1083
1510,1083
1511,1083
1512,1083
1513,1082
1514,1082
1515,1082
1516,1082
1517,1082
1518,1082
1519,1082
1520,1082
1521,1081
1522,1081
1523,1081
1524,1081
1525,1081
1526,1081
1527,1081
1528,1081
1529,1080
1530,1080
1531,1080
1532,1080
1533,1079
1534,1079
1535,1079
1536,1079
1537,1079
1538,1079
1539,1078
1540,1078
1541,1078
1542,1078
1543,1078
1544,1078
1545,1077
1546,1077
1547,1077
1548,1077
1549,1077
1550,1076
1551,1076
1552,1076
1553,1076
1554,1075
1555,1075
1556,1075
1557,1075
1558,1075
1559,1075
1560,1075
1561,1075
1562,1074
1563,1074
1564,1074
1565,1074
1566,1073
1567,1073
1568,1073
1569,1072
1570,1072
1571,1072
1572,1072
1573,1072
1574,1072
1575,1071
1576,1071
1577,1071
1578,1071
1579,1071
1580,1071
1581,1070
1582,1070
1583,1069
1584,1069
1585,1068
1586,1068
1587,1067
1588,1067
1589,1067
1590,1067
1591,1066
1592,1066
1593,1066
1594,1065
1595,1065
1596,1065
1597,1065
1598,1065
1599,1064
1600,1064
1601,1064
1602,1064
1603,1064
1604,1063
1605,1063
1606,1063
1607,1063
1608,1062
1609,1062
1610,1062
1611,1062
1612,1061
1613,1061
1614,1061
1615,1061
1616,1061
1617,1060
1618,1060
1619,1060
1620,1060
1621,1060
1622,1060
1623,1059
1624,1058
1625,1058
1626,1058
1627,1057
1628,1057
1629,1056
1630,1056
1631,1055
1632,1055
1633,1055
1634,1055
1635,1054
1636,1054
1637,1054
1638,1053
1639,1053
1640,1052
1641,1052
1642,1052
1643,1052
1644,1052
1645,1051
1646,1051
1647,1051
1648,1051
1649,1050
1650,1050
1651,1050
1652,1050
1653,1050
1654,1050
1655,1050
1656,1050
1657,1050
1658,1049
1659,1049
1660,1049
1661,1049
1662,1049
1663,1049
1664,1048
1665,1048
1666,1048
1667,1048
1668,1048
1669,1048
1670,1048
1671,1047
1672,1047
1673,1046
1674,1046
1675,1046
1676,1046
1677,1046
1678,1046
1679,1045
1680,1045
1681,1045
1682,1045
1683,1044
1684,1044
1685,1044
1686,1044
1687,1044
1688,1044
1689,1044
1690,1043
1691,1043
1692,1043
1693,1043
1694,1043
1695,1043
1696,1043
1697,1043
1698,1043
1699,1042
1700,1042
1701,1041
1702,1041
1703,1041
1704,1041
1705,1041
1706,1040
1707,1040
1708,1040
1709,1039
1710,1039
1711,1039
1712,1038
1713,1038
1714,1038
1715,1038
1716,1038
1717,1038
1718,1038
1719,1038
1720,1037
1721,1037
1722,1036
1723,1036
1724,1035
1725,1035
1726,1035
1727,1034
1728,1034
1729,1034
1730,1034
1731,1034
1732,1034
1733,1033
1734,1033
1735,1033
1736,1033
1737,1032
1738,1032
1739,1032
1740,1032
1741,1032
1742,1032
1743,1032
1744,1032
1745,1032
1746,1031
1747,1030
1748,1030
1749,1030
1750,1030
1751,1030
1752,1029
1753,1029
1754,1029
1755,1028
1756,1028
1757,1027
1758,1027
1759,1027
1760,1026
1761,1026
1762,1026
1763,1025
1764,1025
1765,1025
1766,1025
1767,1025
1768,1025
1769,1024
1770,1024
1771,1023
1772,1022
1773,1022
1774,1022
1775,1022
1776,1022
1777,1022
1778,1021
1779,1021
1780,1021
1781,1021
1782,1020
1783,1020
1784,1020
1785,1020
1786,1020
1787,1020
1788,1019
1789,1019
1790,1019
1791,1019
1792,1019
1793,1019
1794,1019
1795,1019
1796,1019
1797,1019
1798,1018
1799,1018
1800,1018
1801,1017
1802,1017
1803,1017
1804,1017
1805,1016
1806,1016
1807,1016
1808,1015
1809,1015
1810,1015
1811,1015
1812,1015
1813,1015
1814,1015
1815,1014
1816,1014
1817,1014
1818,1013
1819,1013
1820,1013
1821,1013
1822,1012
1823,1012
1824,1012
1825,1012
1826,1011
1827,1011
1828,1011
1829,1011
1830,1011
1831,1011
1832,1011
1833,1011
1834,1011
1835,1010
1836,1010
1837,1010
1838,1010
1839,1010
1840,1010
1841,1009
1842,1009
1843,1009
1844,1009
1845,1009
1846,1009
1847,1009
1848,1008
1849,1008
1850,1008
1851,1008
1852,1007
1853,1007
1854,1007
1855,1006
1856,1006
1857,1006
1858,1006
1859,1005
1860,1005
1861,1005
1862,1005
1863,1005
1864,1005
1865,1004
1866,1004
1867,1004
1868,1004
1869,1004
1870,1003
1871,1003
1872,1003
1873,1003
1874,1003
1875,1002
1876,1002
1877,1002
1878,1002
1879,1001
1880,1001
1881,1001
1882,1001
1883,1001
1884,1001
1885,1000
1886,1000
1887,1000
1888,1000
1889,1000
1890,1000
1891,1000
1892,1000
1893,1000
1894,1000
1895,999
1896,999
1897,999
1898,999
1899,999
1900,999
1901,998
1902,998
1903,998
1904,998
1905,998
1906,998
1907,997
1908,996
1909,995
1910,994
1911,994
1912,994
1913,994
1914,993
1915,992
1916,992
1917,992
1918,992
1919,992
1920,992
1921,991
1922,990
1923,990
1924,990
1925,990
1926,989
1927,989
1928,988
1929,988
1930,988
1931,988
1932,988
1933,987
1934,987
1935,987
1936,987
1937,987
1938,986
1939,986
1940,986
1941,986
1942,985
1943,985
1944,985
1945,985
1946,984
1947,984
1948,983
1949,983
1950,983
1951,982
1952,982
1953,982
1954,982
1955,982
1956,982
1957,981
1958,981
1959,981
1960,980
1961,980
1962,980
1963,980
1964,980
1965,978
1966,978
1967,978
1968,977
1969,977
1970,977
1971,977
1972,977
1973,976
1974,976
1975,976
1976,976
1977,975
1978,975
1979,975
1980,975
1981,975
1982,975
1983,975
1984,974
1985,974
1986,974
1987,973
1988,973
1989,973
1990,973
1991,973
1992,972
1993,971
1994,971
1995,971
1996,971
1997,971
1998,971
1999,971
2000,970
2001,970
2002,970
2003,970
2004,970
2005,969
2006,969
2007,969
2008,969
2009,969
2010,968
2011,968
2012,968
2013,968
2014,968
2015,968
2016,968
2017,968
2018,967
2019,967
2020,967
2021,967
2022,967
2023,967
2024,966
2025,966
2026,966
2027,966
2028,966
2029,965
2030,965
2031,965
2032,965
2033,965
2034,965
2035,965
2036,965
2037,965
2038,965
2039,964
2040,964
2041,963
2042,963
2043,963
2044,963
2045,963
2046,963
2047,962
2048,962
2049,962
2050,962
2051,962
2052,961
2053,961
2054,961
2055,961
2056,960
2057,960
2058,959
2059,959
2060,959
2061,959
2062,959
2063,959
2064,958
2065,958
2066,958
2067,958
2068,958
2069,957
2070,957
2071,957
2072,957
2073,956
2074,956
2075,956
2076,955
2077,955
2078,955
2079,955
2080,955
2081,955
2082,955
2083,954
2084,954
2085,954
2086,954
2087,953
2088,953
2089,953
2090,953
2091,953
2092,953
2093,953
2094,952
2095,951
2096,951
2097,951
2098,950
2099,950
2100,950
2101,950
2102,950
2103,950
2104,950
2105,949
2106,949
2107,949
2108,948
2109,948
2110,948
2111,947
2112,947
2113,947
2114,947
2115,946
2116,946
2117,946
2118,945
2119,945
2120,944
2121,944
2122,944
2123,944
2124,944
2125,944
2126,943
2127,943
2128,943
2129,942
2130,942
2131,942
2132,942
2133,942
2134,942
2135,942
2136,941
2137,941
2138,941
2139,941
2140,941
2141,941
2142,941
2143,941
2144,940
2145,940
2146,940
2147,940
2148,940
2149,940
2150,940
2151,940
2152,940
2153,939
2154,939
2155,939
2156,938
2157,938
2158,938
2159,937
2160,937
2161,937
2162,937
2163,937
2164,937
2165,937
2166,936
2167,936
2168,936
2169,936
2170,936
2171,936
2172,935
2173,934
2174,934
2175,934
2176,934
2177,934
2178,933
2179,933
2180,933
2181,933
2182,933
2183,933
2184,932
2185,932
2186,932
2187,932
2188,931
2189,931
2190,931
2191,931
2192,931
2193,931
2194,931
2195,930
2196,930
2197,930
2198,930
2199,929
2200,929
2201,929
2202,929
2203,929
2204,929
2205,929
2206,928
2207,928
2208,928
2209,928
2210,928
2211,928
2212,928
2213,928
2214,928
2215,927
2216,927
2217,927
2218,926
2219,926
2220,926
2221,926
2222,925
2223,925
2224,925
2225,925
2226,924
2227,924
2228,924
2229,924
2230,924
2231,923
2232,923
2233,923
2234,923
2235,923
2236,922
2237,922
2238,922
2239,922
2240,922
2241,922
2242,921
2243,921
2244,921
2245,921
2246,921
2247,921
2248,921
2249,920
2250,920
2251,920
2252,919
2253,919
2254,919
2255,919
2256,918
2257,918
2258,917
2259,917
2260,917
2261,916
2262,916
2263,916
2264,916
2265,916
2266,915
2267,915
2268,915
2269,915
2270,915
2271,915
2272,915
2273,915
2274,914
2275,914
2276,914
2277,914
2278,913
2279,913
2280,913
2281,913
2282,913
2283,913
2284,913
2285,912
2286,912
2287,912
2288,912
2289,912
2290,912
2291,911
2292,911
2293,910
2294,910
2295,910
2296,910
2297,910
2298,909
2299,909
2300,909
2301,909
2302,909
2303,908
2304,908
2305,908
2306,908
2307,908
2308,908
2309,908
2310,907
2311,907
2312,907
2313,907
2314,907
2315,907
2316,906
2317,906
2318,906
2319,905
2320,905
2321,904
2322,904
2323,904
2324,904
2325,903
2326,903
2327,903
2328,903
2329,903
2330,902
2331,902
2332,902
2333,902
2334,902
2335,901
2336,901
2337,901
2338,901
2339,901
2340,901
2341,900
2342,900
2343,900
2344,900
2345,900
2346,900
2347,900
2348,900
2349,900
2350,900
2351,900
2352,900
2353,900
2354,900
2355,899
2356,899
2357,899
2358,898
2359,898
2360,898
2361,897
2362,897
2363,897
2364,897
2365,896
2366,896
2367,896
2368,896
2369,895
2370,895
2371,895
2372,895
2373,894
2374,894
2375,894
2376,894
2377,894
2378,894
2379,894
2380,893
2381,893
2382,893
2383,893
2384,893
2385,893
2386,893
2387,892
2388,892
2389,892
2390,892
2391,892
2392,892
2393,892
2394,892
2395,891
2396,891
2397,891
2398,891
2399,891
2400,890
2401,890
2402,890
2403,890
2404,890
2405,889
2406,889
2407,889
2408,888
2409,888
2410,888
2411,888
2412,887
2413,887
2414,887
2415,887
2416,887
2417,887
2418,887
2419,886
2420,886
2421,886
2422,886
2423,886
2424,886
2425,886
2426,886
2427,886
2428,886
2429,886
2430,886
2431,886
2432,885
2433,885
2434,885
2435,885
2436,885
2437,885
2438,884
2439,884
2440,884
2441,884
2442,884
2443,883
2444,883
2445,883
2446,883
2447,883
2448,883
2449,883
2450,883
2451,883
2452,882
2453,882
2454,882
2455,882
2456,882
2457,882
2458,882
2459,882
2460,882
2461,881
2462,881
2463,880
2464,880
2465,880
2466,880
2467,880
2468,879
2469,879
2470,879
2471,879
2472,879
2473,879
2474,878
2475,878
2476,878
2477,878
2478,878
2479,878
2480,878
2481,878
2482,877
2483,877
2484,877
2485,877
2486,877
2487,877
2488,877
2489,877
2490,877
2491,876
2492,876
2493,876
2494,876
2495,876
2496,876
2497,876
2498,876
2499,876
2500,875
2501,875
2502,875
2503,875
2504,875
2505,874
2506,874
2507,874
2508,874
2509,874
2510,874
2511,874
2512,873
2513,873
2514,873
2515,873
2516,873
2517,873
2518,873
2519,873
2520,873
2521,872
2522,872
2523,872
2524,871
2525,871
2526,871
2527,871
2528,871
2529,870
2530,870
2531,870
2532,870
2533,870
2534,870
2535,870
2536,870
2537,869
2538,869
2539,869
2540,869
2541,869
2542,869
2543,869
2544,869
2545,868
2546,868
2547,867
2548,867
2549,867
2550,867
2551,867
2552,867
2553,867
2554,867
2555,866
2556,866
2557,866
2558,866
2559,866
2560,866
2561,866
2562,866
2563,865
2564,865
2565,865
2566,865
2567,865
2568,865
2569,864
2570,864
2571,864
2572,863
2573,863
2574,863
2575,863
2576,863
2577,863
2578,863
2579,863
2580,863
2581,862
2582,862
2583,862
2584,862
2585,862
2586,861
2587,861
2588,860
2589,860
2590,860
2591,860
2592,860
2593,860
2594,860
2595,860
2596,859
2597,859
2598,859
2599,859
2600,859
2601,858
2602,858
2603,858
2604,858
2605,857
2606,857
2607,857
2608,857
2609,857
2610,857
2611,857
2612,856
2613,856
2614,856
2615,855
2616,855
2617,855
2618,855
