min support - 0.06 
min confidence - 0.8 
max length - 3.0
{1089} -> {296} (conf: 0.857, supp: 0.145, lift: 2.146, conv: 4.203)
{1374} -> {1196} (conf: 0.815, supp: 0.062, lift: 2.940, conv: 3.903)
{1196} -> {260} (conf: 0.835, supp: 0.231, lift: 2.536, conv: 4.068)
{1291} -> {1198} (conf: 0.846, supp: 0.156, lift: 3.087, conv: 4.727)
{2115} -> {1198} (conf: 0.836, supp: 0.089, lift: 3.047, conv: 4.413)
{1210} -> {260} (conf: 0.822, supp: 0.218, lift: 2.496, conv: 3.773)
{1221} -> {858} (conf: 0.913, supp: 0.157, lift: 3.439, conv: 8.466)
{2011} -> {1270} (conf: 0.870, supp: 0.070, lift: 3.768, conv: 5.929)
{1374} -> {260} (conf: 0.815, supp: 0.062, lift: 2.474, conv: 3.623)
{2916} -> {2571} (conf: 0.811, supp: 0.077, lift: 2.548, conv: 3.602)
{32587} -> {2571} (conf: 0.813, supp: 0.073, lift: 2.554, conv: 3.639)
{44191} -> {2571} (conf: 0.812, supp: 0.069, lift: 2.553, conv: 3.629)
{6333} -> {2571} (conf: 0.814, supp: 0.069, lift: 2.559, conv: 3.667)
{6365} -> {2571} (conf: 0.913, supp: 0.063, lift: 2.869, conv: 7.827)
{288} -> {296} (conf: 0.848, supp: 0.068, lift: 2.124, conv: 3.959)
{32587} -> {2959} (conf: 0.813, supp: 0.073, lift: 3.201, conv: 3.987)
{4011} -> {2959} (conf: 0.806, supp: 0.087, lift: 3.172, conv: 3.838)
{32587} -> {296} (conf: 0.815, supp: 0.073, lift: 2.040, conv: 3.240)
{555} -> {296} (conf: 0.842, supp: 0.065, lift: 2.107, conv: 3.791)
{7438} -> {296} (conf: 0.813, supp: 0.088, lift: 2.036, conv: 3.215)
{8360} -> {4306} (conf: 0.872, supp: 0.064, lift: 4.801, conv: 6.389)
{5952} -> {4993} (conf: 0.875, supp: 0.182, lift: 3.793, conv: 6.170)
{7153} -> {4993} (conf: 0.877, supp: 0.172, lift: 3.800, conv: 6.260)
{8665} -> {5418} (conf: 0.848, supp: 0.067, lift: 7.107, conv: 5.784)
{7153} -> {5952} (conf: 0.854, supp: 0.167, lift: 4.095, conv: 5.406)
{5952} -> {7153} (conf: 0.803, supp: 0.167, lift: 4.095, conv: 4.082)
{7438} -> {6874} (conf: 0.878, supp: 0.095, lift: 6.890, conv: 7.168)
{2571, 3114} -> {1} (conf: 0.846, supp: 0.068, lift: 3.123, conv: 4.745)
{1, 3578} -> {2571} (conf: 0.835, supp: 0.072, lift: 2.623, conv: 4.121)
{1, 4226} -> {2571} (conf: 0.826, supp: 0.067, lift: 2.596, conv: 3.915)
{1, 4993} -> {2571} (conf: 0.831, supp: 0.083, lift: 2.611, conv: 4.027)
{1, 5952} -> {2571} (conf: 0.831, supp: 0.077, lift: 2.613, conv: 4.042)
{1, 6539} -> {2571} (conf: 0.812, supp: 0.061, lift: 2.552, conv: 3.625)
{1, 7153} -> {2571} (conf: 0.840, supp: 0.073, lift: 2.639, conv: 4.249)
{260, 3114} -> {1} (conf: 0.848, supp: 0.063, lift: 3.131, conv: 4.810)
{1, 541} -> {260} (conf: 0.809, supp: 0.062, lift: 2.457, conv: 3.513)
{1, 47} -> {296} (conf: 0.805, supp: 0.083, lift: 2.015, conv: 3.075)
{3114, 318} -> {1} (conf: 0.855, supp: 0.062, lift: 3.154, conv: 5.016)
{3114, 356} -> {1} (conf: 0.879, supp: 0.061, lift: 3.245, conv: 6.040)
{1, 5952} -> {4993} (conf: 0.924, supp: 0.085, lift: 4.004, conv: 10.155)
{1, 4993} -> {5952} (conf: 0.852, supp: 0.085, lift: 4.087, conv: 5.346)
{1, 6539} -> {4993} (conf: 0.801, supp: 0.061, lift: 3.470, conv: 3.864)
{1, 7153} -> {4993} (conf: 0.926, supp: 0.080, lift: 4.011, conv: 10.356)
{1, 4993} -> {7153} (conf: 0.801, supp: 0.080, lift: 4.085, conv: 4.040)
{1, 7153} -> {5952} (conf: 0.915, supp: 0.079, lift: 4.391, conv: 9.347)
{1, 5952} -> {7153} (conf: 0.859, supp: 0.079, lift: 4.382, conv: 5.710)
{1036, 1089} -> {296} (conf: 0.908, supp: 0.067, lift: 2.272, conv: 6.501)
{1036, 1089} -> {593} (conf: 0.817, supp: 0.061, lift: 2.093, conv: 3.334)
{1036, 1097} -> {1198} (conf: 0.842, supp: 0.061, lift: 3.072, conv: 4.608)
{1036, 1136} -> {1196} (conf: 0.813, supp: 0.065, lift: 2.932, conv: 3.861)
{1036, 1136} -> {1198} (conf: 0.842, supp: 0.068, lift: 3.069, conv: 4.585)
{1036, 1136} -> {260} (conf: 0.813, supp: 0.065, lift: 2.469, conv: 3.591)
{1036, 1197} -> {1196} (conf: 0.821, supp: 0.063, lift: 2.961, conv: 4.034)
{1036, 1198} -> {1196} (conf: 0.807, supp: 0.099, lift: 2.912, conv: 3.745)
{1036, 1196} -> {1198} (conf: 0.854, supp: 0.099, lift: 3.113, conv: 4.960)
{1036, 1200} -> {1196} (conf: 0.824, supp: 0.071, lift: 2.973, conv: 4.110)
{1036, 1210} -> {1196} (conf: 0.916, supp: 0.096, lift: 3.305, conv: 8.624)
{1036, 1196} -> {1210} (conf: 0.832, supp: 0.096, lift: 3.143, conv: 4.386)
{1036, 1291} -> {1196} (conf: 0.824, supp: 0.084, lift: 2.973, conv: 4.108)
{1036, 260} -> {1196} (conf: 0.885, supp: 0.104, lift: 3.193, conv: 6.289)
{1036, 1196} -> {260} (conf: 0.898, supp: 0.104, lift: 2.725, conv: 6.543)
{1036, 2716} -> {1196} (conf: 0.821, supp: 0.061, lift: 2.963, conv: 4.042)
{1036, 541} -> {1196} (conf: 0.816, supp: 0.063, lift: 2.944, conv: 3.929)
{1036, 1197} -> {1198} (conf: 0.862, supp: 0.066, lift: 3.142, conv: 5.245)
{1036, 1197} -> {260} (conf: 0.808, supp: 0.062, lift: 2.454, conv: 3.498)
{1036, 1200} -> {1198} (conf: 0.843, supp: 0.073, lift: 3.076, conv: 4.636)
{1036, 1210} -> {1198} (conf: 0.841, supp: 0.088, lift: 3.065, conv: 4.555)
{1036, 1214} -> {1198} (conf: 0.832, supp: 0.075, lift: 3.035, conv: 4.330)
{1036, 1240} -> {1198} (conf: 0.824, supp: 0.088, lift: 3.003, conv: 4.113)
{1036, 1265} -> {1198} (conf: 0.832, supp: 0.065, lift: 3.035, conv: 4.325)
{1036, 1270} -> {1198} (conf: 0.823, supp: 0.085, lift: 3.001, conv: 4.097)
{1036, 1291} -> {1198} (conf: 0.907, supp: 0.092, lift: 3.307, conv: 7.786)
{1036, 1580} -> {1198} (conf: 0.820, supp: 0.060, lift: 2.989, conv: 4.023)
{1036, 2028} -> {1198} (conf: 0.808, supp: 0.075, lift: 2.947, conv: 3.783)
{1036, 260} -> {1198} (conf: 0.835, supp: 0.098, lift: 3.044, conv: 4.396)
{1036, 1198} -> {260} (conf: 0.800, supp: 0.098, lift: 2.430, conv: 3.359)
{1036, 2716} -> {1198} (conf: 0.851, supp: 0.064, lift: 3.101, conv: 4.855)
{1036, 541} -> {1198} (conf: 0.843, supp: 0.065, lift: 3.074, conv: 4.625)
{1036, 858} -> {1198} (conf: 0.807, supp: 0.074, lift: 2.943, conv: 3.764)
{1036, 1200} -> {1214} (conf: 0.834, supp: 0.072, lift: 4.565, conv: 4.913)
{1036, 1200} -> {1240} (conf: 0.811, supp: 0.070, lift: 4.357, conv: 4.316)
{1036, 1200} -> {260} (conf: 0.811, supp: 0.070, lift: 2.463, conv: 3.551)
{1036, 1200} -> {589} (conf: 0.806, supp: 0.069, lift: 2.838, conv: 3.684)
{1036, 260} -> {1210} (conf: 0.808, supp: 0.095, lift: 3.050, conv: 3.825)
{1036, 1210} -> {260} (conf: 0.902, supp: 0.095, lift: 2.737, conv: 6.816)
{1036, 1214} -> {1240} (conf: 0.805, supp: 0.073, lift: 4.325, conv: 4.181)
{1036, 1214} -> {260} (conf: 0.805, supp: 0.073, lift: 2.445, conv: 3.447)
{1036, 1221} -> {858} (conf: 0.960, supp: 0.065, lift: 3.616, conv: 18.438)
{1036, 1240} -> {589} (conf: 0.820, supp: 0.087, lift: 2.889, conv: 3.976)
{1036, 2716} -> {1270} (conf: 0.807, supp: 0.060, lift: 3.493, conv: 3.978)
{1036, 1291} -> {260} (conf: 0.811, supp: 0.082, lift: 2.461, conv: 3.539)
{1036, 1580} -> {2571} (conf: 0.839, supp: 0.062, lift: 2.637, conv: 4.236)
{1036, 2028} -> {2571} (conf: 0.825, supp: 0.076, lift: 2.593, conv: 3.893)
{1036, 2716} -> {2571} (conf: 0.827, supp: 0.062, lift: 2.598, conv: 3.932)
{1036, 2762} -> {2571} (conf: 0.844, supp: 0.078, lift: 2.653, conv: 4.371)
{1036, 2858} -> {2571} (conf: 0.833, supp: 0.070, lift: 2.619, conv: 4.092)
{1036, 2959} -> {2571} (conf: 0.878, supp: 0.074, lift: 2.761, conv: 5.609)
{1036, 3578} -> {2571} (conf: 0.873, supp: 0.072, lift: 2.744, conv: 5.372)
{1036, 4226} -> {2571} (conf: 0.876, supp: 0.061, lift: 2.752, conv: 5.483)
{1036, 4306} -> {2571} (conf: 0.875, supp: 0.061, lift: 2.749, conv: 5.434)
{1036, 4993} -> {2571} (conf: 0.890, supp: 0.074, lift: 2.797, conv: 6.185)
{1036, 5952} -> {2571} (conf: 0.891, supp: 0.068, lift: 2.800, conv: 6.248)
{1036, 7153} -> {2571} (conf: 0.899, supp: 0.064, lift: 2.824, conv: 6.721)
{1036, 541} -> {260} (conf: 0.815, supp: 0.063, lift: 2.474, conv: 3.619)
{1036, 2858} -> {296} (conf: 0.815, supp: 0.068, lift: 2.039, conv: 3.239)
{1036, 2959} -> {296} (conf: 0.829, supp: 0.070, lift: 2.074, conv: 3.504)
{1036, 32} -> {296} (conf: 0.822, supp: 0.066, lift: 2.057, conv: 3.371)
{1036, 47} -> {296} (conf: 0.830, supp: 0.074, lift: 2.078, conv: 3.531)
{1036, 50} -> {296} (conf: 0.807, supp: 0.078, lift: 2.019, conv: 3.106)
{1036, 608} -> {296} (conf: 0.831, supp: 0.066, lift: 2.081, conv: 3.560)
{1036, 47} -> {593} (conf: 0.824, supp: 0.074, lift: 2.110, conv: 3.458)
{1036, 5952} -> {4993} (conf: 0.938, supp: 0.072, lift: 4.062, conv: 12.325)
{1036, 4993} -> {5952} (conf: 0.866, supp: 0.072, lift: 4.156, conv: 5.915)
{1036, 7153} -> {4993} (conf: 0.935, supp: 0.067, lift: 4.052, conv: 11.875)
{1036, 4993} -> {7153} (conf: 0.809, supp: 0.067, lift: 4.123, conv: 4.198)
{1036, 608} -> {593} (conf: 0.816, supp: 0.065, lift: 2.091, conv: 3.322)
{1036, 7153} -> {5952} (conf: 0.925, supp: 0.066, lift: 4.438, conv: 10.543)
{1036, 5952} -> {7153} (conf: 0.866, supp: 0.066, lift: 4.414, conv: 5.978)
{1073, 1196} -> {260} (conf: 0.915, supp: 0.065, lift: 2.779, conv: 7.920)
{1073, 1210} -> {260} (conf: 0.918, supp: 0.065, lift: 2.788, conv: 8.200)
{1080, 1196} -> {1136} (conf: 0.866, supp: 0.063, lift: 4.221, conv: 5.911)
{1080, 1198} -> {1136} (conf: 0.865, supp: 0.062, lift: 4.218, conv: 5.879)
{1080, 2571} -> {1136} (conf: 0.845, supp: 0.061, lift: 4.119, conv: 5.113)
{1080, 260} -> {1136} (conf: 0.857, supp: 0.064, lift: 4.182, conv: 5.575)
{1080, 296} -> {1136} (conf: 0.830, supp: 0.069, lift: 4.049, conv: 4.682)
{1080, 593} -> {1136} (conf: 0.833, supp: 0.061, lift: 4.061, conv: 4.752)
{1080, 260} -> {1196} (conf: 0.874, supp: 0.065, lift: 3.155, conv: 5.755)
{1080, 1196} -> {260} (conf: 0.898, supp: 0.065, lift: 2.727, conv: 6.577)
{1080, 593} -> {296} (conf: 0.829, supp: 0.060, lift: 2.075, conv: 3.509)
{1089, 110} -> {296} (conf: 0.906, supp: 0.074, lift: 2.267, conv: 6.360)
{1089, 110} -> {318} (conf: 0.801, supp: 0.065, lift: 1.905, conv: 2.918)
{1089, 110} -> {593} (conf: 0.805, supp: 0.066, lift: 2.061, conv: 3.122)
{1089, 111} -> {296} (conf: 0.915, supp: 0.067, lift: 2.291, conv: 7.059)
{1089, 1136} -> {296} (conf: 0.907, supp: 0.079, lift: 2.270, conv: 6.435)
{1089, 1193} -> {296} (conf: 0.913, supp: 0.076, lift: 2.287, conv: 6.927)
{1089, 1193} -> {593} (conf: 0.801, supp: 0.067, lift: 2.051, conv: 3.062)
{1089, 1210} -> {1196} (conf: 0.898, supp: 0.076, lift: 3.239, conv: 7.075)
{1089, 260} -> {1196} (conf: 0.871, supp: 0.087, lift: 3.143, conv: 5.608)
{1089, 1196} -> {260} (conf: 0.880, supp: 0.087, lift: 2.672, conv: 5.590)
{1089, 1196} -> {296} (conf: 0.895, supp: 0.088, lift: 2.242, conv: 5.741)
{1089, 1291} -> {1198} (conf: 0.904, supp: 0.064, lift: 3.295, conv: 7.530)
{1089, 1198} -> {296} (conf: 0.903, supp: 0.088, lift: 2.262, conv: 6.213)
{1089, 1200} -> {1214} (conf: 0.856, supp: 0.061, lift: 4.689, conv: 5.689)
{1089, 1200} -> {296} (conf: 0.900, supp: 0.064, lift: 2.254, conv: 6.033)
{1089, 1206} -> {296} (conf: 0.925, supp: 0.072, lift: 2.315, conv: 7.980)
{1089, 1208} -> {296} (conf: 0.916, supp: 0.070, lift: 2.292, conv: 7.123)
{1089, 1210} -> {260} (conf: 0.886, supp: 0.075, lift: 2.689, conv: 5.860)
{1089, 1210} -> {296} (conf: 0.892, supp: 0.076, lift: 2.232, conv: 5.541)
{1089, 1213} -> {296} (conf: 0.919, supp: 0.086, lift: 2.300, conv: 7.375)
{1089, 1214} -> {296} (conf: 0.897, supp: 0.073, lift: 2.246, conv: 5.829)
{1089, 1214} -> {593} (conf: 0.814, supp: 0.067, lift: 2.084, conv: 3.271)
{1089, 1221} -> {296} (conf: 0.912, supp: 0.072, lift: 2.283, conv: 6.804)
{1089, 1221} -> {858} (conf: 0.961, supp: 0.076, lift: 3.620, conv: 19.007)
{1089, 1222} -> {296} (conf: 0.926, supp: 0.073, lift: 2.317, conv: 8.081)
{1089, 1240} -> {296} (conf: 0.904, supp: 0.071, lift: 2.262, conv: 6.237)
{1089, 1240} -> {593} (conf: 0.817, supp: 0.064, lift: 2.093, conv: 3.336)
{1089, 1258} -> {296} (conf: 0.925, supp: 0.068, lift: 2.317, conv: 8.057)
{1089, 1258} -> {593} (conf: 0.825, supp: 0.061, lift: 2.112, conv: 3.477)
{1089, 1265} -> {296} (conf: 0.914, supp: 0.066, lift: 2.289, conv: 6.996)
{1089, 1270} -> {296} (conf: 0.908, supp: 0.073, lift: 2.274, conv: 6.553)
{1089, 1291} -> {296} (conf: 0.910, supp: 0.065, lift: 2.278, conv: 6.676)
{1089, 1617} -> {296} (conf: 0.897, supp: 0.069, lift: 2.246, conv: 5.846)
{1089, 1617} -> {50} (conf: 0.851, supp: 0.066, lift: 2.797, conv: 4.672)
{1089, 1617} -> {593} (conf: 0.803, supp: 0.062, lift: 2.058, conv: 3.100)
{1089, 1704} -> {296} (conf: 0.922, supp: 0.065, lift: 2.309, conv: 7.709)
{1089, 1732} -> {296} (conf: 0.929, supp: 0.063, lift: 2.326, conv: 8.478)
{1089, 2028} -> {2571} (conf: 0.809, supp: 0.069, lift: 2.542, conv: 3.565)
{1089, 2028} -> {296} (conf: 0.904, supp: 0.077, lift: 2.262, conv: 6.225)
{1089, 2329} -> {2571} (conf: 0.809, supp: 0.062, lift: 2.543, conv: 3.574)
{1089, 2329} -> {2959} (conf: 0.873, supp: 0.067, lift: 3.439, conv: 5.897)
{1089, 2329} -> {296} (conf: 0.930, supp: 0.072, lift: 2.328, conv: 8.567)
{1089, 2329} -> {318} (conf: 0.811, supp: 0.062, lift: 1.928, conv: 3.068)
{1089, 2762} -> {2571} (conf: 0.824, supp: 0.074, lift: 2.590, conv: 3.877)
{1089, 2959} -> {2571} (conf: 0.803, supp: 0.088, lift: 2.524, conv: 3.463)
{1089, 2571} -> {296} (conf: 0.896, supp: 0.101, lift: 2.243, conv: 5.772)
{1089, 3578} -> {2571} (conf: 0.867, supp: 0.062, lift: 2.725, conv: 5.120)
{1089, 4993} -> {2571} (conf: 0.860, supp: 0.072, lift: 2.704, conv: 4.875)
{1089, 589} -> {2571} (conf: 0.801, supp: 0.069, lift: 2.517, conv: 3.425)
{1089, 5952} -> {2571} (conf: 0.870, supp: 0.065, lift: 2.735, conv: 5.252)
{1089, 7153} -> {2571} (conf: 0.877, supp: 0.062, lift: 2.756, conv: 5.529)
{1089, 260} -> {296} (conf: 0.895, supp: 0.089, lift: 2.240, conv: 5.712)
{1089, 2762} -> {296} (conf: 0.893, supp: 0.080, lift: 2.236, conv: 5.619)
{1089, 2762} -> {593} (conf: 0.809, supp: 0.072, lift: 2.073, conv: 3.195)
{1089, 2858} -> {296} (conf: 0.910, supp: 0.097, lift: 2.278, conv: 6.675)
{1089, 2997} -> {2858} (conf: 0.820, supp: 0.060, lift: 2.955, conv: 4.013)
{1089, 293} -> {296} (conf: 0.915, supp: 0.069, lift: 2.291, conv: 7.090)
{1089, 293} -> {50} (conf: 0.810, supp: 0.061, lift: 2.660, conv: 3.653)
{1089, 2959} -> {296} (conf: 0.917, supp: 0.101, lift: 2.297, conv: 7.270)
{1089, 4226} -> {2959} (conf: 0.841, supp: 0.077, lift: 3.310, conv: 4.679)
{1089, 4993} -> {2959} (conf: 0.840, supp: 0.070, lift: 3.309, conv: 4.677)
{1089, 5952} -> {2959} (conf: 0.849, supp: 0.064, lift: 3.342, conv: 4.932)
{1089, 6874} -> {2959} (conf: 0.878, supp: 0.061, lift: 3.458, conv: 6.129)
{1089, 7153} -> {2959} (conf: 0.859, supp: 0.061, lift: 3.383, conv: 5.294)
{1089, 2997} -> {296} (conf: 0.919, supp: 0.067, lift: 2.301, conv: 7.406)
{1089, 318} -> {296} (conf: 0.908, supp: 0.104, lift: 2.274, conv: 6.547)
{1089, 32} -> {296} (conf: 0.921, supp: 0.081, lift: 2.305, conv: 7.585)
{1089, 356} -> {296} (conf: 0.916, supp: 0.085, lift: 2.293, conv: 7.132)
{1089, 3578} -> {296} (conf: 0.913, supp: 0.065, lift: 2.285, conv: 6.891)
{1089, 4011} -> {296} (conf: 0.939, supp: 0.060, lift: 2.352, conv: 9.916)
{1089, 4226} -> {296} (conf: 0.912, supp: 0.084, lift: 2.284, conv: 6.852)
{1089, 457} -> {296} (conf: 0.897, supp: 0.061, lift: 2.246, conv: 5.845)
{1089, 47} -> {296} (conf: 0.915, supp: 0.095, lift: 2.292, conv: 7.101)
{1089, 480} -> {296} (conf: 0.909, supp: 0.061, lift: 2.275, conv: 6.569)
{1089, 4993} -> {296} (conf: 0.911, supp: 0.076, lift: 2.281, conv: 6.744)
{1089, 50} -> {296} (conf: 0.896, supp: 0.106, lift: 2.244, conv: 5.799)
{1089, 527} -> {296} (conf: 0.902, supp: 0.080, lift: 2.259, conv: 6.139)
{1089, 541} -> {296} (conf: 0.907, supp: 0.074, lift: 2.270, conv: 6.425)
{1089, 589} -> {296} (conf: 0.899, supp: 0.077, lift: 2.250, conv: 5.936)
{1089, 593} -> {296} (conf: 0.899, supp: 0.107, lift: 2.250, conv: 5.929)
{1089, 5952} -> {296} (conf: 0.914, supp: 0.069, lift: 2.289, conv: 6.995)
{1089, 608} -> {296} (conf: 0.904, supp: 0.091, lift: 2.262, conv: 6.232)
{1089, 6874} -> {296} (conf: 0.947, supp: 0.066, lift: 2.371, conv: 11.378)
{1089, 7153} -> {296} (conf: 0.920, supp: 0.065, lift: 2.303, conv: 7.490)
{1089, 7361} -> {296} (conf: 0.935, supp: 0.060, lift: 2.340, conv: 9.187)
{1089, 778} -> {296} (conf: 0.942, supp: 0.073, lift: 2.358, conv: 10.310)
{1089, 858} -> {296} (conf: 0.902, supp: 0.093, lift: 2.259, conv: 6.136)
{1089, 47} -> {593} (conf: 0.807, supp: 0.084, lift: 2.067, conv: 3.159)
{1089, 5952} -> {4993} (conf: 0.931, supp: 0.070, lift: 4.035, conv: 11.202)
{1089, 4993} -> {5952} (conf: 0.843, supp: 0.070, lift: 4.042, conv: 5.028)
{1089, 7153} -> {4993} (conf: 0.929, supp: 0.066, lift: 4.024, conv: 10.784)
{1089, 527} -> {593} (conf: 0.806, supp: 0.072, lift: 2.064, conv: 3.142)
{1089, 589} -> {593} (conf: 0.804, supp: 0.069, lift: 2.060, conv: 3.115)
{1089, 7153} -> {5952} (conf: 0.911, supp: 0.065, lift: 4.370, conv: 8.871)
{1089, 5952} -> {7153} (conf: 0.860, supp: 0.065, lift: 4.384, conv: 5.726)
{1097, 1210} -> {1196} (conf: 0.906, supp: 0.087, lift: 3.270, conv: 7.708)
{1097, 1196} -> {1210} (conf: 0.821, supp: 0.087, lift: 3.099, conv: 4.104)
{1097, 1214} -> {1196} (conf: 0.822, supp: 0.061, lift: 2.965, conv: 4.055)
{1097, 1240} -> {1196} (conf: 0.816, supp: 0.067, lift: 2.944, conv: 3.927)
{1097, 1291} -> {1196} (conf: 0.837, supp: 0.066, lift: 3.019, conv: 4.429)
{1097, 260} -> {1196} (conf: 0.869, supp: 0.094, lift: 3.135, conv: 5.516)
{1097, 1196} -> {260} (conf: 0.885, supp: 0.094, lift: 2.688, conv: 5.851)
{1097, 1240} -> {1198} (conf: 0.801, supp: 0.066, lift: 2.921, conv: 3.650)
{1097, 1291} -> {1198} (conf: 0.916, supp: 0.073, lift: 3.340, conv: 8.634)
{1097, 1198} -> {260} (conf: 0.801, supp: 0.084, lift: 2.430, conv: 3.362)
{1097, 457} -> {1198} (conf: 0.814, supp: 0.061, lift: 2.967, conv: 3.895)
{1097, 1210} -> {260} (conf: 0.894, supp: 0.086, lift: 2.713, conv: 6.308)
{1097, 1214} -> {260} (conf: 0.835, supp: 0.062, lift: 2.536, conv: 4.074)
{1097, 1240} -> {260} (conf: 0.810, supp: 0.067, lift: 2.460, conv: 3.533)
{1097, 1291} -> {1270} (conf: 0.801, supp: 0.064, lift: 3.469, conv: 3.867)
{1097, 1291} -> {260} (conf: 0.827, supp: 0.066, lift: 2.511, conv: 3.875)
{1097, 589} -> {260} (conf: 0.801, supp: 0.068, lift: 2.432, conv: 3.373)
{110, 1193} -> {318} (conf: 0.806, supp: 0.064, lift: 1.916, conv: 2.989)
{110, 1200} -> {1196} (conf: 0.819, supp: 0.068, lift: 2.953, conv: 3.984)
{110, 1210} -> {1196} (conf: 0.862, supp: 0.109, lift: 3.110, conv: 5.241)
{110, 1196} -> {1210} (conf: 0.819, supp: 0.109, lift: 3.091, conv: 4.054)
{110, 1291} -> {1196} (conf: 0.809, supp: 0.084, lift: 2.918, conv: 3.781)
{110, 260} -> {1196} (conf: 0.825, supp: 0.117, lift: 2.978, conv: 4.138)
{110, 1196} -> {260} (conf: 0.882, supp: 0.117, lift: 2.678, conv: 5.691)
