min support - 0.07 
min confidence - 0.8 
max length - 3.0
{1089} -> {296} (conf: 0.857, supp: 0.145, lift: 2.146, conv: 4.203)
{1196} -> {260} (conf: 0.835, supp: 0.231, lift: 2.536, conv: 4.068)
{1291} -> {1198} (conf: 0.846, supp: 0.156, lift: 3.087, conv: 4.727)
{2115} -> {1198} (conf: 0.836, supp: 0.089, lift: 3.047, conv: 4.413)
{1210} -> {260} (conf: 0.822, supp: 0.218, lift: 2.496, conv: 3.773)
{1221} -> {858} (conf: 0.913, supp: 0.157, lift: 3.439, conv: 8.466)
{2011} -> {1270} (conf: 0.870, supp: 0.070, lift: 3.768, conv: 5.929)
{2916} -> {2571} (conf: 0.811, supp: 0.077, lift: 2.548, conv: 3.602)
{32587} -> {2571} (conf: 0.813, supp: 0.073, lift: 2.554, conv: 3.639)
{32587} -> {2959} (conf: 0.813, supp: 0.073, lift: 3.201, conv: 3.987)
{4011} -> {2959} (conf: 0.806, supp: 0.087, lift: 3.172, conv: 3.838)
{32587} -> {296} (conf: 0.815, supp: 0.073, lift: 2.040, conv: 3.240)
{7438} -> {296} (conf: 0.813, supp: 0.088, lift: 2.036, conv: 3.215)
{5952} -> {4993} (conf: 0.875, supp: 0.182, lift: 3.793, conv: 6.170)
{7153} -> {4993} (conf: 0.877, supp: 0.172, lift: 3.800, conv: 6.260)
{7153} -> {5952} (conf: 0.854, supp: 0.167, lift: 4.095, conv: 5.406)
{5952} -> {7153} (conf: 0.803, supp: 0.167, lift: 4.095, conv: 4.082)
{7438} -> {6874} (conf: 0.878, supp: 0.095, lift: 6.890, conv: 7.168)
{1, 4993} -> {5952} (conf: 0.852, supp: 0.085, lift: 4.087, conv: 5.346)
{1, 7153} -> {4993} (conf: 0.926, supp: 0.080, lift: 4.011, conv: 10.356)
{1, 4993} -> {7153} (conf: 0.801, supp: 0.080, lift: 4.085, conv: 4.040)
{1, 7153} -> {5952} (conf: 0.915, supp: 0.079, lift: 4.391, conv: 9.347)
{1, 5952} -> {7153} (conf: 0.859, supp: 0.079, lift: 4.382, conv: 5.710)
{1036, 1198} -> {1196} (conf: 0.807, supp: 0.099, lift: 2.912, conv: 3.745)
{1036, 1196} -> {1198} (conf: 0.854, supp: 0.099, lift: 3.113, conv: 4.960)
{1036, 1200} -> {1196} (conf: 0.824, supp: 0.071, lift: 2.973, conv: 4.110)
{1036, 1210} -> {1196} (conf: 0.916, supp: 0.096, lift: 3.305, conv: 8.624)
{1036, 1196} -> {1210} (conf: 0.832, supp: 0.096, lift: 3.143, conv: 4.386)
{1036, 1291} -> {1196} (conf: 0.824, supp: 0.084, lift: 2.973, conv: 4.108)
{1036, 260} -> {1196} (conf: 0.885, supp: 0.104, lift: 3.193, conv: 6.289)
{1036, 1196} -> {260} (conf: 0.898, supp: 0.104, lift: 2.725, conv: 6.543)
{1036, 1200} -> {1198} (conf: 0.843, supp: 0.073, lift: 3.076, conv: 4.636)
{1036, 1210} -> {1198} (conf: 0.841, supp: 0.088, lift: 3.065, conv: 4.555)
{1036, 1214} -> {1198} (conf: 0.832, supp: 0.075, lift: 3.035, conv: 4.330)
{1036, 1240} -> {1198} (conf: 0.824, supp: 0.088, lift: 3.003, conv: 4.113)
{1036, 1270} -> {1198} (conf: 0.823, supp: 0.085, lift: 3.001, conv: 4.097)
{1036, 1291} -> {1198} (conf: 0.907, supp: 0.092, lift: 3.307, conv: 7.786)
{1036, 2028} -> {1198} (conf: 0.808, supp: 0.075, lift: 2.947, conv: 3.783)
{1036, 260} -> {1198} (conf: 0.835, supp: 0.098, lift: 3.044, conv: 4.396)
{1036, 1198} -> {260} (conf: 0.800, supp: 0.098, lift: 2.430, conv: 3.359)
{1036, 858} -> {1198} (conf: 0.807, supp: 0.074, lift: 2.943, conv: 3.764)
{1036, 1200} -> {1214} (conf: 0.834, supp: 0.072, lift: 4.565, conv: 4.913)
{1036, 260} -> {1210} (conf: 0.808, supp: 0.095, lift: 3.050, conv: 3.825)
{1036, 1210} -> {260} (conf: 0.902, supp: 0.095, lift: 2.737, conv: 6.816)
{1036, 1214} -> {1240} (conf: 0.805, supp: 0.073, lift: 4.325, conv: 4.181)
{1036, 1214} -> {260} (conf: 0.805, supp: 0.073, lift: 2.445, conv: 3.447)
{1036, 1240} -> {589} (conf: 0.820, supp: 0.087, lift: 2.889, conv: 3.976)
{1036, 1291} -> {260} (conf: 0.811, supp: 0.082, lift: 2.461, conv: 3.539)
{1036, 2028} -> {2571} (conf: 0.825, supp: 0.076, lift: 2.593, conv: 3.893)
{1036, 2762} -> {2571} (conf: 0.844, supp: 0.078, lift: 2.653, conv: 4.371)
{1036, 2959} -> {2571} (conf: 0.878, supp: 0.074, lift: 2.761, conv: 5.609)
{1036, 3578} -> {2571} (conf: 0.873, supp: 0.072, lift: 2.744, conv: 5.372)
{1036, 4993} -> {2571} (conf: 0.890, supp: 0.074, lift: 2.797, conv: 6.185)
{1036, 47} -> {296} (conf: 0.830, supp: 0.074, lift: 2.078, conv: 3.531)
{1036, 50} -> {296} (conf: 0.807, supp: 0.078, lift: 2.019, conv: 3.106)
{1036, 47} -> {593} (conf: 0.824, supp: 0.074, lift: 2.110, conv: 3.458)
{1036, 5952} -> {4993} (conf: 0.938, supp: 0.072, lift: 4.062, conv: 12.325)
{1036, 4993} -> {5952} (conf: 0.866, supp: 0.072, lift: 4.156, conv: 5.915)
{1089, 110} -> {296} (conf: 0.906, supp: 0.074, lift: 2.267, conv: 6.360)
{1089, 1136} -> {296} (conf: 0.907, supp: 0.079, lift: 2.270, conv: 6.435)
{1089, 1193} -> {296} (conf: 0.913, supp: 0.076, lift: 2.287, conv: 6.927)
{1089, 1210} -> {1196} (conf: 0.898, supp: 0.076, lift: 3.239, conv: 7.075)
{1089, 260} -> {1196} (conf: 0.871, supp: 0.087, lift: 3.143, conv: 5.608)
{1089, 1196} -> {260} (conf: 0.880, supp: 0.087, lift: 2.672, conv: 5.590)
{1089, 1196} -> {296} (conf: 0.895, supp: 0.088, lift: 2.242, conv: 5.741)
{1089, 1198} -> {296} (conf: 0.903, supp: 0.088, lift: 2.262, conv: 6.213)
{1089, 1206} -> {296} (conf: 0.925, supp: 0.072, lift: 2.315, conv: 7.980)
{1089, 1210} -> {260} (conf: 0.886, supp: 0.075, lift: 2.689, conv: 5.860)
{1089, 1210} -> {296} (conf: 0.892, supp: 0.076, lift: 2.232, conv: 5.541)
{1089, 1213} -> {296} (conf: 0.919, supp: 0.086, lift: 2.300, conv: 7.375)
{1089, 1214} -> {296} (conf: 0.897, supp: 0.073, lift: 2.246, conv: 5.829)
{1089, 1221} -> {296} (conf: 0.912, supp: 0.072, lift: 2.283, conv: 6.804)
{1089, 1221} -> {858} (conf: 0.961, supp: 0.076, lift: 3.620, conv: 19.007)
{1089, 1222} -> {296} (conf: 0.926, supp: 0.073, lift: 2.317, conv: 8.081)
{1089, 1240} -> {296} (conf: 0.904, supp: 0.071, lift: 2.262, conv: 6.237)
{1089, 1270} -> {296} (conf: 0.908, supp: 0.073, lift: 2.274, conv: 6.553)
{1089, 2028} -> {296} (conf: 0.904, supp: 0.077, lift: 2.262, conv: 6.225)
{1089, 2329} -> {296} (conf: 0.930, supp: 0.072, lift: 2.328, conv: 8.567)
{1089, 2762} -> {2571} (conf: 0.824, supp: 0.074, lift: 2.590, conv: 3.877)
{1089, 2959} -> {2571} (conf: 0.803, supp: 0.088, lift: 2.524, conv: 3.463)
{1089, 2571} -> {296} (conf: 0.896, supp: 0.101, lift: 2.243, conv: 5.772)
{1089, 4993} -> {2571} (conf: 0.860, supp: 0.072, lift: 2.704, conv: 4.875)
{1089, 260} -> {296} (conf: 0.895, supp: 0.089, lift: 2.240, conv: 5.712)
{1089, 2762} -> {296} (conf: 0.893, supp: 0.080, lift: 2.236, conv: 5.619)
{1089, 2762} -> {593} (conf: 0.809, supp: 0.072, lift: 2.073, conv: 3.195)
{1089, 2858} -> {296} (conf: 0.910, supp: 0.097, lift: 2.278, conv: 6.675)
{1089, 2959} -> {296} (conf: 0.917, supp: 0.101, lift: 2.297, conv: 7.270)
{1089, 4226} -> {2959} (conf: 0.841, supp: 0.077, lift: 3.310, conv: 4.679)
{1089, 318} -> {296} (conf: 0.908, supp: 0.104, lift: 2.274, conv: 6.547)
{1089, 32} -> {296} (conf: 0.921, supp: 0.081, lift: 2.305, conv: 7.585)
{1089, 356} -> {296} (conf: 0.916, supp: 0.085, lift: 2.293, conv: 7.132)
{1089, 4226} -> {296} (conf: 0.912, supp: 0.084, lift: 2.284, conv: 6.852)
{1089, 47} -> {296} (conf: 0.915, supp: 0.095, lift: 2.292, conv: 7.101)
{1089, 4993} -> {296} (conf: 0.911, supp: 0.076, lift: 2.281, conv: 6.744)
{1089, 50} -> {296} (conf: 0.896, supp: 0.106, lift: 2.244, conv: 5.799)
{1089, 527} -> {296} (conf: 0.902, supp: 0.080, lift: 2.259, conv: 6.139)
{1089, 541} -> {296} (conf: 0.907, supp: 0.074, lift: 2.270, conv: 6.425)
{1089, 589} -> {296} (conf: 0.899, supp: 0.077, lift: 2.250, conv: 5.936)
{1089, 593} -> {296} (conf: 0.899, supp: 0.107, lift: 2.250, conv: 5.929)
{1089, 608} -> {296} (conf: 0.904, supp: 0.091, lift: 2.262, conv: 6.232)
{1089, 778} -> {296} (conf: 0.942, supp: 0.073, lift: 2.358, conv: 10.310)
{1089, 858} -> {296} (conf: 0.902, supp: 0.093, lift: 2.259, conv: 6.136)
{1089, 47} -> {593} (conf: 0.807, supp: 0.084, lift: 2.067, conv: 3.159)
{1089, 5952} -> {4993} (conf: 0.931, supp: 0.070, lift: 4.035, conv: 11.202)
{1089, 4993} -> {5952} (conf: 0.843, supp: 0.070, lift: 4.042, conv: 5.028)
{1089, 527} -> {593} (conf: 0.806, supp: 0.072, lift: 2.064, conv: 3.142)
{1097, 1210} -> {1196} (conf: 0.906, supp: 0.087, lift: 3.270, conv: 7.708)
{1097, 1196} -> {1210} (conf: 0.821, supp: 0.087, lift: 3.099, conv: 4.104)
{1097, 260} -> {1196} (conf: 0.869, supp: 0.094, lift: 3.135, conv: 5.516)
{1097, 1196} -> {260} (conf: 0.885, supp: 0.094, lift: 2.688, conv: 5.851)
{1097, 1291} -> {1198} (conf: 0.916, supp: 0.073, lift: 3.340, conv: 8.634)
{1097, 1198} -> {260} (conf: 0.801, supp: 0.084, lift: 2.430, conv: 3.362)
{1097, 1210} -> {260} (conf: 0.894, supp: 0.086, lift: 2.713, conv: 6.308)
{110, 1210} -> {1196} (conf: 0.862, supp: 0.109, lift: 3.110, conv: 5.241)
{110, 1196} -> {1210} (conf: 0.819, supp: 0.109, lift: 3.091, conv: 4.054)
{110, 1291} -> {1196} (conf: 0.809, supp: 0.084, lift: 2.918, conv: 3.781)
{110, 260} -> {1196} (conf: 0.825, supp: 0.117, lift: 2.978, conv: 4.138)
{110, 1196} -> {260} (conf: 0.882, supp: 0.117, lift: 2.678, conv: 5.691)
{110, 1291} -> {1198} (conf: 0.884, supp: 0.092, lift: 3.223, conv: 6.245)
{110, 1210} -> {260} (conf: 0.868, supp: 0.110, lift: 2.634, conv: 5.068)
{110, 1221} -> {858} (conf: 0.949, supp: 0.075, lift: 3.573, conv: 14.336)
{110, 1240} -> {589} (conf: 0.815, supp: 0.082, lift: 2.870, conv: 3.864)
{110, 1291} -> {260} (conf: 0.804, supp: 0.084, lift: 2.442, conv: 3.427)
{110, 1704} -> {318} (conf: 0.831, supp: 0.076, lift: 1.977, conv: 3.438)
{110, 2762} -> {2571} (conf: 0.815, supp: 0.094, lift: 2.561, conv: 3.681)
{110, 2959} -> {2571} (conf: 0.835, supp: 0.091, lift: 2.625, conv: 4.140)
{110, 3578} -> {2571} (conf: 0.825, supp: 0.091, lift: 2.592, conv: 3.886)
{110, 4226} -> {2571} (conf: 0.854, supp: 0.071, lift: 2.685, conv: 4.681)
{110, 4306} -> {2571} (conf: 0.839, supp: 0.072, lift: 2.637, conv: 4.236)
{110, 4993} -> {2571} (conf: 0.851, supp: 0.091, lift: 2.675, conv: 4.579)
{110, 5952} -> {2571} (conf: 0.855, supp: 0.085, lift: 2.688, conv: 4.709)
{110, 7153} -> {2571} (conf: 0.859, supp: 0.080, lift: 2.701, conv: 4.845)
{110, 608} -> {296} (conf: 0.820, supp: 0.084, lift: 2.053, conv: 3.337)
{110, 50} -> {318} (conf: 0.809, supp: 0.114, lift: 1.922, conv: 3.026)
{110, 364} -> {356} (conf: 0.801, supp: 0.081, lift: 2.144, conv: 3.148)
{110, 5952} -> {4993} (conf: 0.924, supp: 0.091, lift: 4.005, conv: 10.172)
{110, 4993} -> {5952} (conf: 0.853, supp: 0.091, lift: 4.093, conv: 5.390)
{110, 7153} -> {4993} (conf: 0.923, supp: 0.086, lift: 4.000, conv: 10.005)
{110, 7153} -> {5952} (conf: 0.911, supp: 0.084, lift: 4.370, conv: 8.882)
{110, 5952} -> {7153} (conf: 0.854, supp: 0.084, lift: 4.357, conv: 5.518)
{111, 318} -> {296} (conf: 0.852, supp: 0.079, lift: 2.132, conv: 4.045)
{111, 50} -> {296} (conf: 0.866, supp: 0.077, lift: 2.168, conv: 4.477)
{111, 593} -> {296} (conf: 0.835, supp: 0.086, lift: 2.090, conv: 3.634)
{111, 608} -> {296} (conf: 0.843, supp: 0.075, lift: 2.110, conv: 3.820)
{111, 858} -> {296} (conf: 0.823, supp: 0.072, lift: 2.061, conv: 3.397)
{1136, 1210} -> {1196} (conf: 0.910, supp: 0.099, lift: 3.282, conv: 8.009)
{1136, 1240} -> {1196} (conf: 0.812, supp: 0.072, lift: 2.928, conv: 3.836)
{1136, 1291} -> {1196} (conf: 0.833, supp: 0.078, lift: 3.006, conv: 4.335)
{1136, 260} -> {1196} (conf: 0.868, supp: 0.115, lift: 3.133, conv: 5.495)
{1136, 1196} -> {260} (conf: 0.897, supp: 0.115, lift: 2.723, conv: 6.510)
{1136, 589} -> {1196} (conf: 0.808, supp: 0.074, lift: 2.917, conv: 3.773)
{1136, 1240} -> {1198} (conf: 0.818, supp: 0.073, lift: 2.984, conv: 3.997)
{1136, 1291} -> {1198} (conf: 0.905, supp: 0.084, lift: 3.300, conv: 7.635)
{1136, 1198} -> {260} (conf: 0.801, supp: 0.103, lift: 2.433, conv: 3.375)
{1136, 1210} -> {260} (conf: 0.912, supp: 0.099, lift: 2.770, conv: 7.663)
{1136, 1214} -> {260} (conf: 0.802, supp: 0.073, lift: 2.435, conv: 3.388)
{1136, 1221} -> {858} (conf: 0.954, supp: 0.074, lift: 3.594, conv: 16.104)
{1136, 1240} -> {260} (conf: 0.817, supp: 0.073, lift: 2.482, conv: 3.674)
{1136, 1291} -> {260} (conf: 0.834, supp: 0.078, lift: 2.532, conv: 4.043)
{1136, 2762} -> {2571} (conf: 0.804, supp: 0.078, lift: 2.526, conv: 3.474)
{1136, 2959} -> {2571} (conf: 0.813, supp: 0.086, lift: 2.554, conv: 3.640)
{1136, 4226} -> {2571} (conf: 0.805, supp: 0.072, lift: 2.531, conv: 3.502)
{1136, 4993} -> {2571} (conf: 0.829, supp: 0.086, lift: 2.607, conv: 3.997)
{1136, 5952} -> {2571} (conf: 0.837, supp: 0.078, lift: 2.631, conv: 4.181)
{1136, 7153} -> {2571} (conf: 0.845, supp: 0.075, lift: 2.656, conv: 4.402)
{1136, 589} -> {260} (conf: 0.817, supp: 0.075, lift: 2.482, conv: 3.674)
{1136, 2959} -> {296} (conf: 0.807, supp: 0.086, lift: 2.019, conv: 3.105)
{1136, 32} -> {296} (conf: 0.827, supp: 0.072, lift: 2.070, conv: 3.465)
{1136, 4226} -> {296} (conf: 0.809, supp: 0.073, lift: 2.026, conv: 3.150)
{1136, 47} -> {296} (conf: 0.855, supp: 0.076, lift: 2.141, conv: 4.152)
{1136, 50} -> {296} (conf: 0.808, supp: 0.088, lift: 2.022, conv: 3.123)
{1136, 608} -> {296} (conf: 0.818, supp: 0.080, lift: 2.047, conv: 3.294)
{1136, 5952} -> {4993} (conf: 0.933, supp: 0.087, lift: 4.041, conv: 11.439)
{1136, 4993} -> {5952} (conf: 0.846, supp: 0.087, lift: 4.057, conv: 5.128)
{1136, 7153} -> {4993} (conf: 0.936, supp: 0.083, lift: 4.057, conv: 12.107)
{1136, 7153} -> {5952} (conf: 0.912, supp: 0.081, lift: 4.376, conv: 9.010)
{1136, 5952} -> {7153} (conf: 0.859, supp: 0.081, lift: 4.381, conv: 5.706)
{1193, 1210} -> {1196} (conf: 0.892, supp: 0.073, lift: 3.218, conv: 6.697)
{1193, 260} -> {1196} (conf: 0.829, supp: 0.087, lift: 2.991, conv: 4.231)
{1193, 1196} -> {260} (conf: 0.866, supp: 0.087, lift: 2.630, conv: 5.018)
{1193, 1210} -> {260} (conf: 0.886, supp: 0.073, lift: 2.689, conv: 5.870)
{1193, 1213} -> {296} (conf: 0.851, supp: 0.073, lift: 2.131, conv: 4.040)
{1193, 1213} -> {858} (conf: 0.824, supp: 0.070, lift: 3.101, conv: 4.162)
{1193, 1221} -> {858} (conf: 0.951, supp: 0.085, lift: 3.583, conv: 15.104)
{1193, 2959} -> {296} (conf: 0.832, supp: 0.078, lift: 2.082, conv: 3.570)
{1193, 47} -> {296} (conf: 0.871, supp: 0.073, lift: 2.182, conv: 4.672)
{1193, 50} -> {296} (conf: 0.808, supp: 0.086, lift: 2.024, conv: 3.135)
{1193, 608} -> {296} (conf: 0.812, supp: 0.083, lift: 2.032, conv: 3.187)
{1193, 47} -> {593} (conf: 0.843, supp: 0.071, lift: 2.158, conv: 3.871)
{1196, 1197} -> {1198} (conf: 0.813, supp: 0.102, lift: 2.963, conv: 3.873)
{1197, 1210} -> {1196} (conf: 0.899, supp: 0.097, lift: 3.242, conv: 7.131)
{1197, 1291} -> {1196} (conf: 0.838, supp: 0.078, lift: 3.022, conv: 4.454)
{1197, 260} -> {1196} (conf: 0.871, supp: 0.110, lift: 3.143, conv: 5.611)
{1196, 1197} -> {260} (conf: 0.881, supp: 0.110, lift: 2.675, conv: 5.634)
{1198, 1200} -> {1196} (conf: 0.840, supp: 0.092, lift: 3.031, conv: 4.521)
{1198, 1210} -> {1196} (conf: 0.914, supp: 0.146, lift: 3.297, conv: 8.396)
{1198, 1214} -> {1196} (conf: 0.815, supp: 0.098, lift: 2.939, conv: 3.899)
{1198, 1240} -> {1196} (conf: 0.818, supp: 0.107, lift: 2.952, conv: 3.977)
{1196, 1265} -> {1198} (conf: 0.801, supp: 0.085, lift: 2.920, conv: 3.645)
{1198, 1291} -> {1196} (conf: 0.803, supp: 0.125, lift: 2.897, conv: 3.671)
{1196, 1291} -> {1198} (conf: 0.910, supp: 0.125, lift: 3.317, conv: 8.024)
{1196, 150} -> {1198} (conf: 0.818, supp: 0.075, lift: 2.981, conv: 3.978)
{1198, 1580} -> {1196} (conf: 0.803, supp: 0.080, lift: 2.898, conv: 3.676)
{1198, 2115} -> {1196} (conf: 0.803, supp: 0.072, lift: 2.896, conv: 3.665)
{1196, 2115} -> {1198} (conf: 0.910, supp: 0.072, lift: 3.319, conv: 8.083)
{1198, 260} -> {1196} (conf: 0.871, supp: 0.167, lift: 3.144, conv: 5.625)
{1196, 1198} -> {260} (conf: 0.890, supp: 0.167, lift: 2.701, conv: 6.078)
{1198, 2716} -> {1196} (conf: 0.814, supp: 0.083, lift: 2.937, conv: 3.885)
{1196, 2716} -> {1198} (conf: 0.821, supp: 0.083, lift: 2.994, conv: 4.054)
{1198, 32} -> {1196} (conf: 0.806, supp: 0.085, lift: 2.907, conv: 3.721)
{1196, 457} -> {1198} (conf: 0.842, supp: 0.094, lift: 3.072, conv: 4.606)
{1198, 541} -> {1196} (conf: 0.811, supp: 0.093, lift: 2.924, conv: 3.815)
{1198, 589} -> {1196} (conf: 0.813, supp: 0.111, lift: 2.934, conv: 3.873)
{1198, 592} -> {1196} (conf: 0.848, supp: 0.072, lift: 3.061, conv: 4.769)
{1196, 592} -> {1198} (conf: 0.848, supp: 0.072, lift: 3.093, conv: 4.779)
{1200, 1210} -> {1196} (conf: 0.929, supp: 0.094, lift: 3.352, conv: 10.179)
{1196, 1200} -> {1210} (conf: 0.810, supp: 0.094, lift: 3.058, conv: 3.867)
{1196, 1200} -> {1214} (conf: 0.813, supp: 0.094, lift: 4.450, conv: 4.364)
{1200, 1240} -> {1196} (conf: 0.820, supp: 0.086, lift: 2.957, conv: 4.005)
{1200, 1270} -> {1196} (conf: 0.835, supp: 0.077, lift: 3.012, conv: 4.375)
{1200, 1291} -> {1196} (conf: 0.867, supp: 0.073, lift: 3.128, conv: 5.434)
{1200, 2571} -> {1196} (conf: 0.801, supp: 0.088, lift: 2.890, conv: 3.631)
{1200, 260} -> {1196} (conf: 0.903, supp: 0.104, lift: 3.257, conv: 7.423)
{1196, 1200} -> {260} (conf: 0.895, supp: 0.104, lift: 2.718, conv: 6.402)
{1200, 541} -> {1196} (conf: 0.810, supp: 0.075, lift: 2.923, conv: 3.808)
{1200, 589} -> {1196} (conf: 0.819, supp: 0.087, lift: 2.953, conv: 3.984)
{1206, 260} -> {1196} (conf: 0.865, supp: 0.076, lift: 3.120, conv: 5.351)
{1196, 1206} -> {260} (conf: 0.898, supp: 0.076, lift: 2.726, conv: 6.568)
{1208, 260} -> {1196} (conf: 0.860, supp: 0.074, lift: 3.102, conv: 5.157)
{1196, 1208} -> {260} (conf: 0.878, supp: 0.074, lift: 2.666, conv: 5.504)
{1210, 1214} -> {1196} (conf: 0.921, supp: 0.099, lift: 3.321, conv: 9.093)
{1210, 1221} -> {1196} (conf: 0.904, supp: 0.072, lift: 3.261, conv: 7.511)
{1210, 1240} -> {1196} (conf: 0.923, supp: 0.110, lift: 3.331, conv: 9.408)
{1196, 1240} -> {1210} (conf: 0.819, supp: 0.110, lift: 3.093, conv: 4.069)
{1210, 1265} -> {1196} (conf: 0.895, supp: 0.085, lift: 3.227, conv: 6.856)
{1196, 1265} -> {1210} (conf: 0.802, supp: 0.085, lift: 3.029, conv: 3.716)
{1210, 1270} -> {1196} (conf: 0.905, supp: 0.124, lift: 3.263, conv: 7.571)
{1196, 1270} -> {1210} (conf: 0.831, supp: 0.124, lift: 3.137, conv: 4.347)
{1210, 1291} -> {1196} (conf: 0.925, supp: 0.118, lift: 3.338, conv: 9.660)
{1196, 1291} -> {1210} (conf: 0.856, supp: 0.118, lift: 3.231, conv: 5.096)
{1210, 150} -> {1196} (conf: 0.868, supp: 0.076, lift: 3.131, conv: 5.466)
{1196, 150} -> {1210} (conf: 0.832, supp: 0.076, lift: 3.141, conv: 4.373)
{1210, 1527} -> {1196} (conf: 0.890, supp: 0.077, lift: 3.210, conv: 6.560)
{1196, 1527} -> {1210} (conf: 0.854, supp: 0.077, lift: 3.226, conv: 5.048)
{1210, 1580} -> {1196} (conf: 0.885, supp: 0.089, lift: 3.192, conv: 6.271)
{1196, 1580} -> {1210} (conf: 0.854, supp: 0.089, lift: 3.226, conv: 5.046)
{1210, 1704} -> {1196} (conf: 0.881, supp: 0.073, lift: 3.177, conv: 6.055)
{1210, 2028} -> {1196} (conf: 0.881, supp: 0.100, lift: 3.179, conv: 6.082)
{1210, 2571} -> {1196} (conf: 0.891, supp: 0.141, lift: 3.213, conv: 6.608)
{1210, 260} -> {1196} (conf: 0.838, supp: 0.182, lift: 3.023, conv: 4.455)
{1196, 1210} -> {260} (conf: 0.907, supp: 0.182, lift: 2.753, conv: 7.202)
{1210, 2716} -> {1196} (conf: 0.901, supp: 0.083, lift: 3.250, conv: 7.289)
{1196, 2716} -> {1210} (conf: 0.823, supp: 0.083, lift: 3.109, conv: 4.163)
{1210, 2762} -> {1196} (conf: 0.874, supp: 0.100, lift: 3.155, conv: 5.758)
{1210, 2858} -> {1196} (conf: 0.862, supp: 0.096, lift: 3.111, conv: 5.251)
{1210, 2959} -> {1196} (conf: 0.889, supp: 0.096, lift: 3.208, conv: 6.529)
{1210, 296} -> {1196} (conf: 0.869, supp: 0.121, lift: 3.135, conv: 5.511)
{1210, 318} -> {1196} (conf: 0.864, supp: 0.120, lift: 3.117, conv: 5.316)
{1210, 32} -> {1196} (conf: 0.840, supp: 0.091, lift: 3.030, conv: 4.517)
{1196, 32} -> {1210} (conf: 0.812, supp: 0.091, lift: 3.065, conv: 3.905)
{1210, 356} -> {1196} (conf: 0.855, supp: 0.119, lift: 3.085, conv: 4.990)
{1196, 356} -> {1210} (conf: 0.826, supp: 0.119, lift: 3.120, conv: 4.232)
{1210, 3578} -> {1196} (conf: 0.886, supp: 0.090, lift: 3.198, conv: 6.361)
