min support - 0.1 
min confidence - 0.2 
max length - 5.0
{110} -> {1} (conf: 0.388, supp: 0.118, lift: 1.432, conv: 1.191)
{47} -> {1} (conf: 0.408, supp: 0.103, lift: 1.506, conv: 1.232)
{1} -> {47} (conf: 0.382, supp: 0.103, lift: 1.506, conv: 1.207)
{480} -> {1} (conf: 0.439, supp: 0.120, lift: 1.619, conv: 1.299)
{1} -> {480} (conf: 0.443, supp: 0.120, lift: 1.619, conv: 1.304)
{4993} -> {1} (conf: 0.435, supp: 0.100, lift: 1.604, conv: 1.289)
{1} -> {4993} (conf: 0.370, supp: 0.100, lift: 1.604, conv: 1.221)
{50} -> {1} (conf: 0.376, supp: 0.114, lift: 1.388, conv: 1.169)
{1} -> {50} (conf: 0.422, supp: 0.114, lift: 1.388, conv: 1.205)
{527} -> {1} (conf: 0.363, supp: 0.116, lift: 1.341, conv: 1.145)
{1} -> {527} (conf: 0.427, supp: 0.116, lift: 1.341, conv: 1.189)
{588} -> {1} (conf: 0.542, supp: 0.103, lift: 1.999, conv: 1.590)
{1} -> {588} (conf: 0.382, supp: 0.103, lift: 1.999, conv: 1.308)
{589} -> {1} (conf: 0.416, supp: 0.118, lift: 1.537, conv: 1.249)
{1} -> {589} (conf: 0.436, supp: 0.118, lift: 1.537, conv: 1.270)
{593} -> {1} (conf: 0.358, supp: 0.140, lift: 1.323, conv: 1.136)
{1} -> {593} (conf: 0.516, supp: 0.140, lift: 1.323, conv: 1.260)
{608} -> {1} (conf: 0.426, supp: 0.109, lift: 1.571, conv: 1.269)
{1} -> {608} (conf: 0.403, supp: 0.109, lift: 1.571, conv: 1.245)
{858} -> {1} (conf: 0.377, supp: 0.100, lift: 1.391, conv: 1.170)
{1} -> {858} (conf: 0.369, supp: 0.100, lift: 1.391, conv: 1.165)
{110} -> {1036} (conf: 0.332, supp: 0.101, lift: 1.920, conv: 1.238)
{1036} -> {110} (conf: 0.586, supp: 0.101, lift: 1.920, conv: 1.677)
{1196} -> {1036} (conf: 0.418, supp: 0.116, lift: 2.418, conv: 1.421)
{1036} -> {1196} (conf: 0.670, supp: 0.116, lift: 2.418, conv: 2.191)
{1198} -> {1036} (conf: 0.447, supp: 0.122, lift: 2.585, conv: 1.495)
{1036} -> {1198} (conf: 0.709, supp: 0.122, lift: 2.585, conv: 2.493)
{1210} -> {1036} (conf: 0.397, supp: 0.105, lift: 2.299, conv: 1.372)
{1036} -> {1210} (conf: 0.609, supp: 0.105, lift: 2.299, conv: 1.880)
{1240} -> {1036} (conf: 0.573, supp: 0.107, lift: 3.316, conv: 1.937)
{1036} -> {1240} (conf: 0.618, supp: 0.107, lift: 3.316, conv: 2.128)
{1270} -> {1036} (conf: 0.450, supp: 0.104, lift: 2.603, conv: 1.503)
{1036} -> {1270} (conf: 0.601, supp: 0.104, lift: 2.603, conv: 1.928)
{1291} -> {1036} (conf: 0.551, supp: 0.101, lift: 3.190, conv: 1.843)
{1036} -> {1291} (conf: 0.587, supp: 0.101, lift: 3.190, conv: 1.976)
{2571} -> {1036} (conf: 0.364, supp: 0.116, lift: 2.109, conv: 1.301)
{1036} -> {2571} (conf: 0.671, supp: 0.116, lift: 2.109, conv: 2.072)
{260} -> {1036} (conf: 0.356, supp: 0.117, lift: 2.063, conv: 1.285)
{1036} -> {260} (conf: 0.680, supp: 0.117, lift: 2.063, conv: 2.093)
{296} -> {1036} (conf: 0.278, supp: 0.111, lift: 1.611, conv: 1.146)
{1036} -> {296} (conf: 0.643, supp: 0.111, lift: 1.611, conv: 1.684)
{318} -> {1036} (conf: 0.263, supp: 0.111, lift: 1.525, conv: 1.123)
{1036} -> {318} (conf: 0.642, supp: 0.111, lift: 1.525, conv: 1.616)
{356} -> {1036} (conf: 0.283, supp: 0.106, lift: 1.639, conv: 1.154)
{1036} -> {356} (conf: 0.613, supp: 0.106, lift: 1.639, conv: 1.617)
{589} -> {1036} (conf: 0.403, supp: 0.114, lift: 2.333, conv: 1.386)
{1036} -> {589} (conf: 0.662, supp: 0.114, lift: 2.333, conv: 2.119)
{593} -> {1036} (conf: 0.290, supp: 0.113, lift: 1.678, conv: 1.165)
{1036} -> {593} (conf: 0.655, supp: 0.113, lift: 1.678, conv: 1.767)
{2571} -> {1089} (conf: 0.355, supp: 0.113, lift: 2.094, conv: 1.288)
{1089} -> {2571} (conf: 0.666, supp: 0.113, lift: 2.094, conv: 2.043)
{2858} -> {1089} (conf: 0.383, supp: 0.106, lift: 2.258, conv: 1.346)
{1089} -> {2858} (conf: 0.627, supp: 0.106, lift: 2.258, conv: 1.935)
{2959} -> {1089} (conf: 0.433, supp: 0.110, lift: 2.553, conv: 1.465)
{1089} -> {2959} (conf: 0.648, supp: 0.110, lift: 2.553, conv: 2.122)
{296} -> {1089} (conf: 0.364, supp: 0.145, lift: 2.146, conv: 1.306)
{1089} -> {296} (conf: 0.857, supp: 0.145, lift: 2.146, conv: 4.203)
{318} -> {1089} (conf: 0.273, supp: 0.115, lift: 1.609, conv: 1.142)
{1089} -> {318} (conf: 0.677, supp: 0.115, lift: 1.609, conv: 1.792)
{47} -> {1089} (conf: 0.411, supp: 0.104, lift: 2.422, conv: 1.409)
{1089} -> {47} (conf: 0.614, supp: 0.104, lift: 2.422, conv: 1.933)
{50} -> {1089} (conf: 0.388, supp: 0.118, lift: 2.285, conv: 1.356)
{1089} -> {50} (conf: 0.695, supp: 0.118, lift: 2.285, conv: 2.283)
{593} -> {1089} (conf: 0.304, supp: 0.119, lift: 1.795, conv: 1.194)
{1089} -> {593} (conf: 0.701, supp: 0.119, lift: 1.795, conv: 2.037)
{608} -> {1089} (conf: 0.394, supp: 0.101, lift: 2.325, conv: 1.371)
{1089} -> {608} (conf: 0.596, supp: 0.101, lift: 2.325, conv: 1.839)
{858} -> {1089} (conf: 0.389, supp: 0.103, lift: 2.294, conv: 1.359)
{1089} -> {858} (conf: 0.609, supp: 0.103, lift: 2.294, conv: 1.879)
{1196} -> {1097} (conf: 0.383, supp: 0.106, lift: 2.351, conv: 1.357)
{1097} -> {1196} (conf: 0.652, supp: 0.106, lift: 2.351, conv: 2.075)
{1198} -> {1097} (conf: 0.383, supp: 0.105, lift: 2.347, conv: 1.356)
{1097} -> {1198} (conf: 0.644, supp: 0.105, lift: 2.347, conv: 2.037)
{1270} -> {1097} (conf: 0.448, supp: 0.103, lift: 2.746, conv: 1.515)
{1097} -> {1270} (conf: 0.634, supp: 0.103, lift: 2.746, conv: 2.102)
{260} -> {1097} (conf: 0.329, supp: 0.108, lift: 2.016, conv: 1.247)
{1097} -> {260} (conf: 0.664, supp: 0.108, lift: 2.016, conv: 1.995)
{356} -> {1097} (conf: 0.269, supp: 0.101, lift: 1.651, conv: 1.145)
{1097} -> {356} (conf: 0.617, supp: 0.101, lift: 1.651, conv: 1.636)
{593} -> {1097} (conf: 0.258, supp: 0.101, lift: 1.580, conv: 1.127)
{1097} -> {593} (conf: 0.617, supp: 0.101, lift: 1.580, conv: 1.591)
{1196} -> {110} (conf: 0.480, supp: 0.133, lift: 1.574, conv: 1.337)
{110} -> {1196} (conf: 0.436, supp: 0.133, lift: 1.574, conv: 1.282)
{1198} -> {110} (conf: 0.482, supp: 0.132, lift: 1.582, conv: 1.343)
{110} -> {1198} (conf: 0.434, supp: 0.132, lift: 1.582, conv: 1.282)
{1210} -> {110} (conf: 0.477, supp: 0.126, lift: 1.564, conv: 1.329)
{110} -> {1210} (conf: 0.414, supp: 0.126, lift: 1.564, conv: 1.255)
{1240} -> {110} (conf: 0.542, supp: 0.101, lift: 1.777, conv: 1.517)
{110} -> {1240} (conf: 0.331, supp: 0.101, lift: 1.777, conv: 1.216)
{1270} -> {110} (conf: 0.484, supp: 0.112, lift: 1.587, conv: 1.347)
{110} -> {1270} (conf: 0.367, supp: 0.112, lift: 1.587, conv: 1.214)
{1291} -> {110} (conf: 0.566, supp: 0.104, lift: 1.856, conv: 1.602)
{110} -> {1291} (conf: 0.342, supp: 0.104, lift: 1.856, conv: 1.239)
{150} -> {110} (conf: 0.548, supp: 0.138, lift: 1.799, conv: 1.539)
{110} -> {150} (conf: 0.451, supp: 0.138, lift: 1.799, conv: 1.365)
{2028} -> {110} (conf: 0.578, supp: 0.127, lift: 1.894, conv: 1.645)
{110} -> {2028} (conf: 0.417, supp: 0.127, lift: 1.894, conv: 1.337)
{2571} -> {110} (conf: 0.460, supp: 0.146, lift: 1.509, conv: 1.288)
{110} -> {2571} (conf: 0.480, supp: 0.146, lift: 1.509, conv: 1.312)
{260} -> {110} (conf: 0.432, supp: 0.142, lift: 1.416, conv: 1.223)
{110} -> {260} (conf: 0.466, supp: 0.142, lift: 1.416, conv: 1.257)
{2762} -> {110} (conf: 0.486, supp: 0.115, lift: 1.592, conv: 1.351)
{110} -> {2762} (conf: 0.377, supp: 0.115, lift: 1.592, conv: 1.226)
{2858} -> {110} (conf: 0.407, supp: 0.113, lift: 1.333, conv: 1.171)
{110} -> {2858} (conf: 0.370, supp: 0.113, lift: 1.333, conv: 1.147)
{2959} -> {110} (conf: 0.431, supp: 0.109, lift: 1.413, conv: 1.221)
{110} -> {2959} (conf: 0.359, supp: 0.109, lift: 1.413, conv: 1.163)
{296} -> {110} (conf: 0.452, supp: 0.181, lift: 1.483, conv: 1.269)
{110} -> {296} (conf: 0.593, supp: 0.181, lift: 1.483, conv: 1.474)
{318} -> {110} (conf: 0.467, supp: 0.197, lift: 1.532, conv: 1.305)
{110} -> {318} (conf: 0.645, supp: 0.197, lift: 1.532, conv: 1.630)
{32} -> {110} (conf: 0.472, supp: 0.114, lift: 1.548, conv: 1.316)
{110} -> {32} (conf: 0.374, supp: 0.114, lift: 1.548, conv: 1.211)
{356} -> {110} (conf: 0.515, supp: 0.192, lift: 1.689, conv: 1.433)
{110} -> {356} (conf: 0.631, supp: 0.192, lift: 1.689, conv: 1.698)
{3578} -> {110} (conf: 0.584, supp: 0.111, lift: 1.914, conv: 1.670)
{110} -> {3578} (conf: 0.363, supp: 0.111, lift: 1.914, conv: 1.272)
{364} -> {110} (conf: 0.528, supp: 0.101, lift: 1.731, conv: 1.472)
{110} -> {364} (conf: 0.331, supp: 0.101, lift: 1.731, conv: 1.209)
{457} -> {110} (conf: 0.565, supp: 0.159, lift: 1.854, conv: 1.599)
{110} -> {457} (conf: 0.522, supp: 0.159, lift: 1.854, conv: 1.503)
{47} -> {110} (conf: 0.544, supp: 0.138, lift: 1.784, conv: 1.525)
{110} -> {47} (conf: 0.452, supp: 0.138, lift: 1.784, conv: 1.363)
{480} -> {110} (conf: 0.544, supp: 0.149, lift: 1.783, conv: 1.523)
{110} -> {480} (conf: 0.488, supp: 0.149, lift: 1.783, conv: 1.418)
{4993} -> {110} (conf: 0.464, supp: 0.107, lift: 1.521, conv: 1.297)
{110} -> {4993} (conf: 0.351, supp: 0.107, lift: 1.521, conv: 1.185)
{50} -> {110} (conf: 0.465, supp: 0.141, lift: 1.524, conv: 1.299)
{110} -> {50} (conf: 0.464, supp: 0.141, lift: 1.524, conv: 1.298)
{527} -> {110} (conf: 0.479, supp: 0.152, lift: 1.571, conv: 1.334)
{110} -> {527} (conf: 0.500, supp: 0.152, lift: 1.571, conv: 1.363)
{589} -> {110} (conf: 0.551, supp: 0.156, lift: 1.806, conv: 1.547)
{110} -> {589} (conf: 0.513, supp: 0.156, lift: 1.806, conv: 1.469)
{590} -> {110} (conf: 0.606, supp: 0.126, lift: 1.986, conv: 1.763)
{110} -> {590} (conf: 0.412, supp: 0.126, lift: 1.986, conv: 1.348)
{593} -> {110} (conf: 0.474, supp: 0.185, lift: 1.554, conv: 1.321)
{110} -> {593} (conf: 0.607, supp: 0.185, lift: 1.554, conv: 1.550)
{608} -> {110} (conf: 0.399, supp: 0.102, lift: 1.309, conv: 1.157)
{110} -> {608} (conf: 0.335, supp: 0.102, lift: 1.309, conv: 1.119)
{858} -> {110} (conf: 0.418, supp: 0.111, lift: 1.371, conv: 1.194)
{110} -> {858} (conf: 0.364, supp: 0.111, lift: 1.371, conv: 1.155)
{296} -> {111} (conf: 0.279, supp: 0.111, lift: 1.909, conv: 1.184)
{111} -> {296} (conf: 0.763, supp: 0.111, lift: 1.909, conv: 2.531)
{593} -> {111} (conf: 0.263, supp: 0.103, lift: 1.802, conv: 1.159)
{111} -> {593} (conf: 0.704, supp: 0.103, lift: 1.802, conv: 2.057)
{1196} -> {1136} (conf: 0.464, supp: 0.129, lift: 2.265, conv: 1.485)
{1136} -> {1196} (conf: 0.628, supp: 0.129, lift: 2.265, conv: 1.943)
{1197} -> {1136} (conf: 0.526, supp: 0.104, lift: 2.565, conv: 1.677)
{1136} -> {1197} (conf: 0.508, supp: 0.104, lift: 2.565, conv: 1.631)
{1198} -> {1136} (conf: 0.470, supp: 0.129, lift: 2.292, conv: 1.499)
{1136} -> {1198} (conf: 0.628, supp: 0.129, lift: 2.292, conv: 1.953)
{1210} -> {1136} (conf: 0.410, supp: 0.109, lift: 2.000, conv: 1.347)
{1136} -> {1210} (conf: 0.530, supp: 0.109, lift: 2.000, conv: 1.563)
{1270} -> {1136} (conf: 0.452, supp: 0.104, lift: 2.206, conv: 1.451)
{1136} -> {1270} (conf: 0.509, supp: 0.104, lift: 2.206, conv: 1.567)
{2571} -> {1136} (conf: 0.401, supp: 0.128, lift: 1.956, conv: 1.327)
{1136} -> {2571} (conf: 0.622, supp: 0.128, lift: 1.956, conv: 1.805)
{260} -> {1136} (conf: 0.404, supp: 0.133, lift: 1.969, conv: 1.333)
{1136} -> {260} (conf: 0.649, supp: 0.133, lift: 1.969, conv: 1.908)
{2858} -> {1136} (conf: 0.394, supp: 0.109, lift: 1.920, conv: 1.311)
{1136} -> {2858} (conf: 0.533, supp: 0.109, lift: 1.920, conv: 1.546)
{2959} -> {1136} (conf: 0.418, supp: 0.106, lift: 2.038, conv: 1.366)
{1136} -> {2959} (conf: 0.518, supp: 0.106, lift: 2.038, conv: 1.547)
{296} -> {1136} (conf: 0.331, supp: 0.132, lift: 1.615, conv: 1.189)
{1136} -> {296} (conf: 0.645, supp: 0.132, lift: 1.615, conv: 1.693)
{318} -> {1136} (conf: 0.295, supp: 0.124, lift: 1.436, conv: 1.127)
{1136} -> {318} (conf: 0.604, supp: 0.124, lift: 1.436, conv: 1.464)
{356} -> {1136} (conf: 0.290, supp: 0.108, lift: 1.416, conv: 1.120)
{1136} -> {356} (conf: 0.529, supp: 0.108, lift: 1.416, conv: 1.330)
{4993} -> {1136} (conf: 0.448, supp: 0.103, lift: 2.185, conv: 1.440)
{1136} -> {4993} (conf: 0.504, supp: 0.103, lift: 2.185, conv: 1.552)
{50} -> {1136} (conf: 0.357, supp: 0.109, lift: 1.742, conv: 1.237)
{1136} -> {50} (conf: 0.530, supp: 0.109, lift: 1.742, conv: 1.480)
{593} -> {1136} (conf: 0.311, supp: 0.121, lift: 1.514, conv: 1.153)
{1136} -> {593} (conf: 0.591, supp: 0.121, lift: 1.514, conv: 1.491)
{858} -> {1136} (conf: 0.400, supp: 0.106, lift: 1.950, conv: 1.325)
{1136} -> {858} (conf: 0.518, supp: 0.106, lift: 1.950, conv: 1.523)
{1196} -> {1193} (conf: 0.363, supp: 0.101, lift: 1.881, conv: 1.266)
{1193} -> {1196} (conf: 0.521, supp: 0.101, lift: 1.881, conv: 1.510)
{1198} -> {1193} (conf: 0.391, supp: 0.107, lift: 2.025, conv: 1.324)
{1193} -> {1198} (conf: 0.555, supp: 0.107, lift: 2.025, conv: 1.632)
{2571} -> {1193} (conf: 0.325, supp: 0.103, lift: 1.684, conv: 1.195)
{1193} -> {2571} (conf: 0.536, supp: 0.103, lift: 1.684, conv: 1.469)
{260} -> {1193} (conf: 0.319, supp: 0.105, lift: 1.654, conv: 1.185)
{1193} -> {260} (conf: 0.545, supp: 0.105, lift: 1.654, conv: 1.473)
{2858} -> {1193} (conf: 0.392, supp: 0.109, lift: 2.034, conv: 1.328)
{1193} -> {2858} (conf: 0.564, supp: 0.109, lift: 2.034, conv: 1.658)
{296} -> {1193} (conf: 0.317, supp: 0.127, lift: 1.643, conv: 1.182)
{1193} -> {296} (conf: 0.656, supp: 0.127, lift: 1.643, conv: 1.748)
{318} -> {1193} (conf: 0.302, supp: 0.127, lift: 1.566, conv: 1.156)
{1193} -> {318} (conf: 0.659, supp: 0.127, lift: 1.566, conv: 1.697)
{50} -> {1193} (conf: 0.349, supp: 0.106, lift: 1.811, conv: 1.240)
{1193} -> {50} (conf: 0.551, supp: 0.106, lift: 1.811, conv: 1.550)
{527} -> {1193} (conf: 0.335, supp: 0.107, lift: 1.739, conv: 1.214)
{1193} -> {527} (conf: 0.554, supp: 0.107, lift: 1.739, conv: 1.527)
{593} -> {1193} (conf: 0.316, supp: 0.124, lift: 1.641, conv: 1.181)
{1193} -> {593} (conf: 0.641, supp: 0.124, lift: 1.641, conv: 1.696)
{608} -> {1193} (conf: 0.400, supp: 0.102, lift: 2.073, conv: 1.345)
{1193} -> {608} (conf: 0.531, supp: 0.102, lift: 2.073, conv: 1.587)
{858} -> {1193} (conf: 0.450, supp: 0.119, lift: 2.333, conv: 1.468)
{1193} -> {858} (conf: 0.620, supp: 0.119, lift: 2.333, conv: 1.931)
{1197} -> {1196} (conf: 0.633, supp: 0.125, lift: 2.282, conv: 1.967)
{1196} -> {1197} (conf: 0.452, supp: 0.125, lift: 2.282, conv: 1.464)
{1198} -> {1196} (conf: 0.686, supp: 0.188, lift: 2.476, conv: 2.304)
{1196} -> {1198} (conf: 0.679, supp: 0.188, lift: 2.476, conv: 2.261)
{1200} -> {1196} (conf: 0.737, supp: 0.116, lift: 2.659, conv: 2.749)
{1196} -> {1200} (conf: 0.417, supp: 0.116, lift: 2.659, conv: 1.447)
{1210} -> {1196} (conf: 0.760, supp: 0.201, lift: 2.740, conv: 3.006)
{1196} -> {1210} (conf: 0.726, supp: 0.201, lift: 2.740, conv: 2.681)
{1214} -> {1196} (conf: 0.687, supp: 0.125, lift: 2.477, conv: 2.306)
{1196} -> {1214} (conf: 0.452, supp: 0.125, lift: 2.477, conv: 1.492)
{1240} -> {1196} (conf: 0.719, supp: 0.134, lift: 2.595, conv: 2.575)
{1196} -> {1240} (conf: 0.483, supp: 0.134, lift: 2.595, conv: 1.575)
{1265} -> {1196} (conf: 0.603, supp: 0.106, lift: 2.175, conv: 1.821)
{1196} -> {1265} (conf: 0.381, supp: 0.106, lift: 2.175, conv: 1.333)
{1270} -> {1196} (conf: 0.645, supp: 0.149, lift: 2.328, conv: 2.037)
{1196} -> {1270} (conf: 0.538, supp: 0.149, lift: 2.328, conv: 1.663)
{1291} -> {1196} (conf: 0.747, supp: 0.138, lift: 2.696, conv: 2.861)
{1196} -> {1291} (conf: 0.496, supp: 0.138, lift: 2.696, conv: 1.620)
{1580} -> {1196} (conf: 0.632, supp: 0.104, lift: 2.280, conv: 1.964)
{1196} -> {1580} (conf: 0.374, supp: 0.104, lift: 2.280, conv: 1.335)
{2028} -> {1196} (conf: 0.578, supp: 0.127, lift: 2.084, conv: 1.711)
{1196} -> {2028} (conf: 0.459, supp: 0.127, lift: 2.084, conv: 1.441)
{2571} -> {1196} (conf: 0.571, supp: 0.182, lift: 2.059, conv: 1.684)
{1196} -> {2571} (conf: 0.655, supp: 0.182, lift: 2.059, conv: 1.978)
{260} -> {1196} (conf: 0.703, supp: 0.231, lift: 2.536, conv: 2.432)
{1196} -> {260} (conf: 0.835, supp: 0.231, lift: 2.536, conv: 4.068)
{2716} -> {1196} (conf: 0.670, supp: 0.101, lift: 2.418, conv: 2.192)
{1196} -> {2716} (conf: 0.365, supp: 0.101, lift: 2.418, conv: 1.338)
{2762} -> {1196} (conf: 0.537, supp: 0.127, lift: 1.938, conv: 1.561)
{1196} -> {2762} (conf: 0.459, supp: 0.127, lift: 1.938, conv: 1.411)
{2858} -> {1196} (conf: 0.468, supp: 0.130, lift: 1.689, conv: 1.359)
{1196} -> {2858} (conf: 0.469, supp: 0.130, lift: 1.689, conv: 1.360)
{2959} -> {1196} (conf: 0.493, supp: 0.125, lift: 1.780, conv: 1.427)
{1196} -> {2959} (conf: 0.452, supp: 0.125, lift: 1.780, conv: 1.361)
{296} -> {1196} (conf: 0.399, supp: 0.160, lift: 1.441, conv: 1.203)
{1196} -> {296} (conf: 0.575, supp: 0.160, lift: 1.441, conv: 1.415)
{318} -> {1196} (conf: 0.378, supp: 0.159, lift: 1.364, conv: 1.162)
{1196} -> {318} (conf: 0.574, supp: 0.159, lift: 1.364, conv: 1.360)
{32} -> {1196} (conf: 0.466, supp: 0.112, lift: 1.680, conv: 1.353)
{1196} -> {32} (conf: 0.406, supp: 0.112, lift: 1.680, conv: 1.277)
{356} -> {1196} (conf: 0.384, supp: 0.143, lift: 1.385, conv: 1.173)
{1196} -> {356} (conf: 0.517, supp: 0.143, lift: 1.385, conv: 1.298)
{3578} -> {1196} (conf: 0.566, supp: 0.107, lift: 2.044, conv: 1.667)
{1196} -> {3578} (conf: 0.388, supp: 0.107, lift: 2.044, conv: 1.323)
{4226} -> {1196} (conf: 0.518, supp: 0.102, lift: 1.868, conv: 1.499)
{1196} -> {4226} (conf: 0.367, supp: 0.102, lift: 1.868, conv: 1.269)
{457} -> {1196} (conf: 0.398, supp: 0.112, lift: 1.435, conv: 1.200)
{1196} -> {457} (conf: 0.404, supp: 0.112, lift: 1.435, conv: 1.206)
{47} -> {1196} (conf: 0.441, supp: 0.112, lift: 1.591, conv: 1.293)
{1196} -> {47} (conf: 0.403, supp: 0.112, lift: 1.591, conv: 1.251)
{480} -> {1196} (conf: 0.460, supp: 0.126, lift: 1.661, conv: 1.340)
{1196} -> {480} (conf: 0.454, supp: 0.126, lift: 1.661, conv: 1.332)
{4993} -> {1196} (conf: 0.588, supp: 0.136, lift: 2.120, conv: 1.753)
{1196} -> {4993} (conf: 0.489, supp: 0.136, lift: 2.120, conv: 1.506)
{50} -> {1196} (conf: 0.437, supp: 0.133, lift: 1.578, conv: 1.285)
{1196} -> {50} (conf: 0.480, supp: 0.133, lift: 1.578, conv: 1.338)
{527} -> {1196} (conf: 0.408, supp: 0.130, lift: 1.473, conv: 1.222)
{1196} -> {527} (conf: 0.469, supp: 0.130, lift: 1.473, conv: 1.284)
{541} -> {1196} (conf: 0.663, supp: 0.120, lift: 2.391, conv: 2.143)
{1196} -> {541} (conf: 0.435, supp: 0.120, lift: 2.391, conv: 1.447)
{589} -> {1196} (conf: 0.509, supp: 0.144, lift: 1.836, conv: 1.472)
{1196} -> {589} (conf: 0.521, supp: 0.144, lift: 1.836, conv: 1.496)
{593} -> {1196} (conf: 0.399, supp: 0.156, lift: 1.441, conv: 1.203)
{1196} -> {593} (conf: 0.563, supp: 0.156, lift: 1.441, conv: 1.394)
{5952} -> {1196} (conf: 0.588, supp: 0.123, lift: 2.123, conv: 1.756)
{1196} -> {5952} (conf: 0.443, supp: 0.123, lift: 2.123, conv: 1.420)
{608} -> {1196} (conf: 0.443, supp: 0.114, lift: 1.599, conv: 1.298)
{1196} -> {608} (conf: 0.410, supp: 0.114, lift: 1.599, conv: 1.260)
{7153} -> {1196} (conf: 0.595, supp: 0.117, lift: 2.147, conv: 1.785)
{1196} -> {7153} (conf: 0.421, supp: 0.117, lift: 2.147, conv: 1.388)
{858} -> {1196} (conf: 0.507, supp: 0.135, lift: 1.828, conv: 1.465)
{1196} -> {858} (conf: 0.485, supp: 0.135, lift: 1.828, conv: 1.427)
{1198} -> {1197} (conf: 0.467, supp: 0.128, lift: 2.355, conv: 1.503)
{1197} -> {1198} (conf: 0.646, supp: 0.128, lift: 2.355, conv: 2.049)
{1210} -> {1197} (conf: 0.407, supp: 0.108, lift: 2.054, conv: 1.352)
{1197} -> {1210} (conf: 0.544, supp: 0.108, lift: 2.054, conv: 1.613)
{1270} -> {1197} (conf: 0.454, supp: 0.105, lift: 2.291, conv: 1.469)
{1197} -> {1270} (conf: 0.529, supp: 0.105, lift: 2.291, conv: 1.633)
{2571} -> {1197} (conf: 0.363, supp: 0.116, lift: 1.835, conv: 1.260)
{1197} -> {2571} (conf: 0.584, supp: 0.116, lift: 1.835, conv: 1.638)
{260} -> {1197} (conf: 0.385, supp: 0.127, lift: 1.942, conv: 1.303)
{1197} -> {260} (conf: 0.640, supp: 0.127, lift: 1.942, conv: 1.861)
{296} -> {1197} (conf: 0.268, supp: 0.107, lift: 1.352, conv: 1.095)
{1197} -> {296} (conf: 0.540, supp: 0.107, lift: 1.352, conv: 1.306)
{318} -> {1197} (conf: 0.273, supp: 0.115, lift: 1.375, conv: 1.102)
{1197} -> {318} (conf: 0.579, supp: 0.115, lift: 1.375, conv: 1.375)
{356} -> {1197} (conf: 0.269, supp: 0.101, lift: 1.359, conv: 1.097)
{1197} -> {356} (conf: 0.508, supp: 0.101, lift: 1.359, conv: 1.273)
{593} -> {1197} (conf: 0.274, supp: 0.107, lift: 1.385, conv: 1.105)
{1197} -> {593} (conf: 0.541, supp: 0.107, lift: 1.385, conv: 1.327)
